clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,culture_mode_fed-batch,culture_mode_perfusion,ddpcr_cn,productivity_drop_pct
CLONE_0001,3.135307178150851,0.15305976371233695,2.9081978334087597,3.3619655385672536,11158539.277960649,775266.9470260188,10096738.85315364,12294132.92931026,94.34091586932519,1.2366337239559086,91.78929382440928,95.59440801865728,4.624233481211738,0.21860333122616005,4.159051243845967,4.799644374767568,-0.016040691159533296,14782.194888341157,-0.04527543404032085,-0.012478343409753748,3.1277469171838503,10700604.21401357,91.78929382440928,4.799644374767568,0.06452232561239106,0.035320983466576646,-0.029201342145814414,-189654.72902411438,-511498.12708229665,-321843.39805818227,0.27069297426784084,-1.0069377153075663,-1.277630689575407,-0.014493277485625195,-0.04893718086049317,-0.03444390337486797,2.809782804048044e-07,2.922962904363601e-07,0.048818107753572905,0.06947745826886649,0.013108137784624689,0.047273419922906575,False,True,2.0,0.2712366742765465
CLONE_0002,1.0897089297549172,0.20122712473740106,0.8819553286497924,1.4769786636812625,14533575.209348451,569550.0542858898,13359300.905159416,15132320.736892603,96.10800551856883,1.8795990646426426,94.00002176907158,98.97813784458899,3.509096743155772,0.3386471735235954,3.0214141547025664,3.965517162617967,-0.009365733526873627,-57743.826550080455,0.3667899996876829,0.02080728954630866,1.208835894984655,14645481.382881999,96.45844176121878,3.743097991958975,0.0953516713354155,0.06388677327795692,-0.031464898057458585,-10269.447232978935,248731.6051106674,259001.05234364636,-0.4619763223309458,-0.14055155234349193,0.3214247699874539,-0.06019732358326008,0.0731921917055099,0.13338951528877,7.497872437154914e-08,8.25398539919331e-08,0.18466135227321392,0.039188571709426134,0.0195571540006616,0.09650551073794007,True,False,3.0,0.5249200463840968
CLONE_0003,4.7153555857616,0.2029815598516737,4.363309901934886,4.991713330719704,9132411.780206509,799242.1005957851,7744497.303007131,10047467.956636485,93.69161573368697,1.9496358704558996,91.06767629530147,97.6598814799413,6.662888837745443,0.4124701698729565,5.85007908530061,7.081792603262512,-0.06326198656831734,210030.95278777246,-0.263199833237893,0.08349350847264092,4.675628145608694,10047467.956636485,91.06767629530147,6.67609905089232,-0.058192463890138366,-0.01294920311693385,0.045243260773204515,516646.65232443146,163417.0411722774,-353229.61115215404,0.7610366056315004,-0.4149673804011456,-1.176003986032646,0.4054129953339772,0.022836416079246726,-0.38257657925473043,5.163319065377242e-07,4.6535387480587873e-07,0.04304692533083743,0.08751708966168757,0.02080907512553544,0.06190560578984844,True,False,2.0,0.33885136841395025
CLONE_0004,0.7295166074467658,0.14027191318672033,0.5414389872940587,0.8870201781605209,15322588.52906473,1022266.564112634,13804882.876694612,16854204.484702077,97.31816346789755,1.3611746766813806,94.66764856522366,99.2395972948386,8.107286640748221,0.2216568990346879,7.8463705927002545,8.540162941023345,0.02380001737592446,91570.58899366485,-0.31505787677068103,0.03825988803884719,0.8657216878279492,15099618.54963157,94.66764856522366,8.147960381711442,0.07269577449861152,0.09503970109838045,0.02234392659976893,49106.88575748373,-28541.48484591978,-77648.37060340351,0.27807537555039386,-0.9093560560340047,-1.1874314315843986,0.02194528561675478,0.05631611475155673,0.034370829134801946,4.761053304165797e-08,5.7334010457441174e-08,0.19228063016327646,0.06671630985675445,0.013986851253275099,0.02734045419009519,True,False,2.0,0.6465684289763673
CLONE_0005,2.4803112486026766,0.2158954523747509,2.122646226076354,2.781606951679635,11696199.768195227,1088389.560486241,9654663.014629133,13619381.611864911,95.33713068493793,1.9957177294527837,91.80598116675075,97.8870041836115,1.9690167467571407,0.2885541885664722,1.458237588518167,2.3309605307408643,-0.07127652881476035,114437.48237917045,0.4544389601458446,0.03246147271634323,2.3849410566077185,11744741.353614047,97.3427557041587,1.67581172268656,-0.003985025973044418,-0.020517216833394893,-0.016532190860350474,944200.1516144206,-71164.08886284292,-1015364.2404772635,0.25988551862843934,1.3151871822948966,1.0553016636664574,0.07548655242730638,-0.14487484000192272,-0.22036139242922909,2.120612932199771e-07,2.0306458735882106e-07,0.0870436935724641,0.09305497358602177,0.02093326823551182,0.14654735105486394,True,False,3.0,0.4923731688493112
CLONE_0006,9.111226560313868,0.4396039344786578,8.364818552754468,9.797977155964537,5455384.862758905,756729.7089333722,4606016.117792848,6326072.935409139,90.80609656209789,1.3394047182846298,89.43277315065181,92.7581550608478,5.434426553728489,0.3728954312125184,5.10883081332887,6.207120440452351,-0.17316242172951846,141110.29773874365,0.19924567925421746,-0.0989936363986845,8.364818552754468,6228856.953452357,89.45727598053274,5.463235596959636,-0.21557623990729477,-0.20760945474354972,0.00796678516374505,-429201.31421778386,273331.74957231275,702533.0637900967,-0.07061554217755181,-0.773641325068825,-0.7030257828912732,-0.29997081424479527,0.11130298856843303,0.4112738028132283,1.6701345165419043e-06,1.3429138949993463e-06,0.04824860094525687,0.1387124333058837,0.014750162918344646,0.06861725472912361,True,False,5.0,0.32135133880963146
CLONE_0007,0.9724914472265289,0.21636505932335004,0.691967269654667,1.3026680479988204,14532634.01739146,768401.0473966447,13490509.228499379,15450084.0509219,96.87175578156868,2.0269986495516674,93.81120152749834,99.12639344039168,4.044930839315052,0.4484355863675982,3.3663566255501114,4.636567402025603,0.022282150946206093,162951.96683302263,0.11941851603642879,0.02421275854819544,1.0392263841633413,15450084.0509219,94.20117200060243,3.890137177930911,0.06702483609409912,0.045091354115013416,-0.021933481979085706,698875.3359016859,146186.64722080997,-552688.6886808759,-0.08078252052287617,-1.3856679867460788,-1.3048854662232026,0.11106020230725047,-0.3074323061767136,-0.418492508483964,6.691776907494754e-08,6.726347770912813e-08,0.22248530793553126,0.052874175904869376,0.020924557763785365,0.11086359793797375,True,False,4.0,0.1721300688913552
CLONE_0008,1.224794001323679,0.20498555002946248,1.005399784698529,1.5528705753445258,14018291.895879732,800688.41845838,12270212.304715995,14986381.85470273,95.78759795563334,1.644946298138292,93.83368911511982,98.72083757989627,8.541070539903933,0.2244416778322683,8.284948429614634,8.88050769285092,-0.013681822549237176,160205.6071742246,-0.16190264232184226,-0.043243220773808745,1.4692815285632665,13742383.465189088,94.72289893925506,8.357311237882529,0.05018791601293903,0.12404072968918396,0.07385281367624494,596865.4353940485,-326607.3203401088,-923472.7557341573,-1.4029855029411884,-0.26044231315111466,1.1425431897900737,-0.1416406450170591,-0.10005330720352108,0.04158733781353803,8.737112983670081e-08,1.0691606243451959e-07,0.16736328692054656,0.057117402348692635,0.017172852574119473,0.02627793281385483,True,False,3.0,0.35482270256826187
CLONE_0009,2.1832888287567327,0.16026906665754473,1.9884565515657169,2.4430076305633994,12486928.926907435,678686.7418214363,11686295.395802477,13507965.225942722,94.22941758272768,1.2354166845738423,92.52997431867182,96.26916272198443,9.328793775928526,0.3393065560975415,8.928789327027063,10.002124025737011,-0.022218032661743305,-52017.919351689176,0.36153171534298006,0.04904356501551497,2.2131547848952247,11686295.395802477,96.26916272198443,9.261347324706525,-0.09617956728935224,-0.03399725316279943,0.06218231412655281,-197143.64694264063,-162958.26502002036,34185.38192262026,-0.02748290805857981,0.7570327710580244,0.7845156791166041,0.06820542195398752,-0.18139956621339107,-0.24960498816737858,1.7484594022570887e-07,1.8938035621537966e-07,0.07340717566690537,0.05435177422680523,0.013110732468192443,0.03637196450163754,True,False,3.0,0.22017768606612745
CLONE_0010,1.3325764476450634,0.1762138400384345,1.122214494739412,1.6495620675395564,13953434.279941201,659012.760742037,12481973.117932126,14705178.880246766,95.77177751720004,1.403128306128389,93.82493756028249,97.99980510528619,5.537705296354114,0.300689347258474,5.15902625984885,5.873709016694249,-0.029483718000624954,116063.82330447892,0.2626785831583755,-0.026319763760307275,1.122214494739412,14284892.320513422,95.39309775674114,5.15902625984885,0.07418523843213924,-0.005313105438380456,-0.0794983438705197,47890.3679730691,198344.73311973418,150454.36514666508,-0.5509342625477344,-0.02022990738056864,0.5307043551671657,-0.0899036204904895,-0.15906334904084937,-0.06915972855035987,9.550168230345359e-08,7.855953475602241e-08,0.1322354452666525,0.04722943094299033,0.014650749338569443,0.05429854625924962,True,False,4.0,0.3720069493083366
