clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,culture_mode_fed-batch,culture_mode_perfusion,ddpcr_cn,productivity_drop_pct,late_mean_titer,late_mean_aggregation
CLONE_0001,3.0115137803416547,0.2758867675151178,2.6147467351540823,3.395050665017638,11564069.741846912,892108.3310812584,10199572.082374668,12773383.884629792,95.0050592643355,1.330631928524139,93.43979561823087,97.11210604783544,5.560025874283036,0.173327534388122,5.252137760754038,5.780231527707147,-0.1011154817591773,-89978.37396389773,0.0029365821413422,0.0211680293162282,2.6987868686829835,11853094.486500116,94.38048442676438,5.778305332065473,-0.0594470788503306,-0.1443696967500451,-0.0849226178997144,-365504.9092630126,-202602.93589886223,162901.97336415033,0.7302572862613054,-0.7977826183364496,-1.528039904597755,-0.1151733461643773,-0.0092605120709071,0.1059128340934702,2.604198908835603e-07,2.2768626975484939e-07,0.0916106607993697,0.0771448418244128,0.0140059059887313,0.0311738718984466,True,False,3.0,0.4339319113109844,1.7386438563570863,5.4165563412335
CLONE_0002,0.9700175154270542,0.1620461174259705,0.7485425256007621,1.1813802525012682,13845441.27593246,767965.0152477864,12823536.58257874,15464461.871250637,96.03331881656892,1.537036155874761,92.72161067454638,97.64928469485598,3.6358646534293846,0.3747618046405604,2.8418530206359893,4.143193906476969,-0.0507954043121651,-80474.09629780008,0.1234343887646345,0.0479921055430747,0.7564764230104017,13624070.737918966,95.39933686557848,3.490329787195868,-0.0494621304795015,-0.1365172922598592,-0.0870551617803577,-416353.6096742704,-164692.0576552109,251661.5520190595,1.0483018507099566,-0.4891830223924413,-1.537484873102398,0.2531636700918175,-0.0616090520631587,-0.3147727221549763,7.006042610669521e-08,5.552499231415111e-08,0.1670548363114601,0.0554669945105137,0.0160052383360259,0.103073640044331,False,True,2.0,0.2772940141581432,0.7104551856834177,3.8270879676971084
CLONE_0003,5.296261221990248,0.3667342367730412,4.907029840407666,6.014128682116324,8502629.296441734,917296.89829166,7015067.346366109,9416054.387709431,94.57148343325872,1.846405694788542,91.23194404998674,96.98981170468544,6.64305750142789,0.176190379217174,6.468352254266501,7.008400417560277,-0.133874520316004,91790.01264210684,-0.0196972262276723,0.0204600582684838,4.907029840407666,9221513.28884677,93.451151152992,6.545414196656958,-0.2649686053667108,-0.0678978628370897,0.1970707425296211,79674.73515055666,606531.1239173963,526856.3887668396,-0.4316882544038697,-0.075629169765344,0.3560590846385257,0.0329239400686275,0.0008118850210056,-0.0321120550476219,6.228968754649435e-07,5.321284789929887e-07,0.0692439857726625,0.1078839105305389,0.0195239159600586,0.0265224829309064,True,False,4.0,0.3662986445771929,3.498240012460418,6.653008794154773
CLONE_0004,0.6376195093952091,0.1966505983751632,0.4088174114834969,0.8877791046725331,15173928.165950872,647763.3027058326,14229854.51572811,15980097.207596987,97.33119413213046,1.337061384708545,95.5679354561541,99.82771551394436,8.857504678841398,0.2554039370078237,8.508283888379758,9.14952601113576,-0.0171996826290428,22008.834248414452,0.2114521690477601,0.0548424247988107,0.4088174114834969,15980097.207596987,99.82771551394436,9.14952601113576,0.0421994328953254,-0.0374779961611104,-0.0796774290564359,92858.7011925052,173662.86499314927,80804.16380064406,-0.1341750811191021,1.1889473497648917,1.3231224308839935,0.1718380899307258,0.0764327242425915,-0.0954053656881342,4.20207280818673e-08,2.5582911428670397e-08,0.3084137093817523,0.0426892295535814,0.0137372339527623,0.0288347504449071,False,True,3.0,0.3845006949147614,0.45824930287115706,9.024705223492656
CLONE_0005,2.5237011256343957,0.222068797635789,2.271506574859272,2.9430522676037936,12387328.120658306,1106135.159448672,9918055.278317727,13210242.541667508,95.44836294949648,1.818320875926128,93.2087807349929,98.06040139932615,2.9094058284004776,0.2677385291816086,2.4037984843936893,3.2793936604860283,-0.0568104419476548,216098.95815791763,0.6123525705252059,0.0011727656779615,2.499740815413163,13044920.23085427,96.90542847829188,3.172478724848833,-0.2150790665032512,-0.0586992037932138,0.1563798627100373,395727.362496437,73767.59775266839,-321959.7647437686,0.655904097593024,0.8046305655033497,0.1487264679103256,-0.0583232603391539,-0.089613357878148,-0.031290097538994,2.0373248379734345e-07,1.9162561143920944e-07,0.0879933028884207,0.0892957019200915,0.0190503097142607,0.09202515732801,True,False,4.0,0.5290210711393325,1.2469652621844152,2.8542365123173368
CLONE_0006,7.914438903206133,0.4248397830883526,7.435550239651296,8.606230868631066,6328951.290152364,1205693.1816597406,4459133.218557843,8209148.742124072,91.89426198476184,1.1810878731135612,90.05084164781415,93.30637694647352,5.127534092879225,0.2869822503216188,4.619148871366677,5.5772991326107215,-0.1698950751396752,374096.493802907,-0.0952575960987144,0.0203765318263768,7.435550239651296,7303649.8041616045,92.7848444112828,4.913729674699512,-0.1869052610445098,-0.1030327196943652,0.0838725413501446,672415.6272888924,431178.0727057738,-241237.55458311853,-0.0360729857690797,1.0340620222416728,1.0701350080107526,-0.041762345989213,-0.0378996774989981,0.0038626684902148,1.2505134800959416e-06,1.0180595235295282e-06,0.0536790779776657,0.1905044179334668,0.0128526835908052,0.0559688624331511,True,False,2.0,0.3766833419380524,4.950345292097494,4.782983671381146
CLONE_0007,0.943605075760702,0.1003287043787556,0.8573696832054095,1.1785803643616448,14716486.242000438,594242.6879077962,14103365.279161423,15946338.832810624,95.68231808161184,1.5199440915802331,93.96326871147252,97.7011043898796,4.96447744430155,0.2841693606856598,4.554627742782869,5.357545995153807,0.0004370805128433,-30061.763783628332,0.1572602560061048,-0.0001258658288099,0.8951091977613462,14469765.509349752,94.59655061692848,4.656315674767774,0.081585258357316,-0.0167467491570516,-0.0983320075143677,26933.71909652909,-410516.2430680919,-437449.962164621,1.2906259617791882,-0.0770806182723788,-1.367706580051567,-0.1148378655516111,-0.1021539520306712,0.0126839135209398,6.411891128384163e-08,6.186065677311525e-08,0.1063248882924344,0.0403793866372697,0.0158853184374976,0.0572405381667312,True,False,5.0,0.3350668877871022,0.6538800836255009,5.001843342891575
CLONE_0008,1.1658543300708015,0.1480276858078394,0.8733791596693183,1.360991034604319,14498920.512241276,795886.0264494264,13168273.872406889,15376653.598521518,96.0689655917202,1.4041228744773964,94.3185515428068,98.09128469269396,9.210002049671791,0.2676669822343849,8.745213289721658,9.548746078020336,-0.0356270892366486,46903.80628163066,0.2007068215502391,-0.0424777221209153,1.1028683505657446,15376653.598521518,95.58990698332238,8.745213289721658,-0.0222958225313839,-0.0110868918082274,0.0112089307231565,-16594.276231441945,107814.93782173892,124409.21405318084,0.9548053115303984,0.2053551137054996,-0.7494501978248989,-0.1143476512126118,-0.1617065666442509,-0.047358915431639,8.040973319954983e-08,7.172356088400058e-08,0.1269692806921088,0.0548927781056161,0.0146157800889634,0.0290626408942939,True,False,4.0,0.5108060573127274,0.6543971227606693,9.171218149394544
CLONE_0009,2.2933905986471492,0.1751167442607079,2.020903857284445,2.479170839862786,12502195.45960108,740970.7167458901,11344614.715578398,13441870.436999656,96.46725492312224,1.3058265895062162,94.39538903923578,97.86144782549508,10.00213330483841,0.4062870186275202,9.203048438349102,10.543335969712922,-0.0388895644149108,43003.93560325688,0.1212553854181794,0.0563221701937576,2.0811024307156685,12980961.619140504,96.70633089907156,10.175784554121094,0.0214554905640035,-0.1187962662199595,-0.140251756783963,220792.51747270272,-178243.30618611435,-399035.8236588171,0.041863988409266,0.2351689244061742,0.1933049359969082,-0.2414199668604803,0.0102900482488101,0.2517100151092905,1.834390292535329e-07,1.6031958893146025e-07,0.0763571387654813,0.0592672478318086,0.0135364750508691,0.0406200363666782,True,False,6.0,0.2224399327374171,1.7798537573369917,10.094913487739143
CLONE_0010,1.3912286813235402,0.13227760769109,1.1960352630775897,1.5595482178009774,14146687.016814232,933002.7812074528,13248433.179596093,15987514.056715412,96.57420782920693,0.9988291482509642,95.37502267702742,98.01677229954028,5.6751674951070665,0.1984603705389859,5.4236307536173465,5.9821300322481665,-0.009183437656162,-15274.063839641927,-0.039827369610896,-0.0066771674084188,1.1960352630775897,14403381.286793938,97.80708118756478,5.575970929681337,-0.0674681983652479,-0.029447390763238,0.0380208076020098,915868.5590245168,215325.733894183,-700542.8251303337,0.2126378216281879,0.3933989929655157,0.1807611713373278,0.1110489870057605,-0.1129586942929408,-0.2240076812987013,9.834307351749401e-08,8.303850597735694e-08,0.0950797013975937,0.0659520338647854,0.0103426077282152,0.0349699582743807,True,False,4.0,0.2914667163808037,1.0067393639657534,5.923146033239151
