clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,culture_mode_fed-batch,culture_mode_perfusion,ddpcr_cn,productivity_drop_pct,late_mean_titer,late_mean_aggregation
CLONE_0001,4.157158684841928,0.1928156015975884,3.8609736634300287,4.438495693627053,10783531.090927918,952819.1457364073,9237027.431263829,12253137.874936832,94.61035729740875,1.330749865694325,93.16014012077314,96.69868684539246,4.026948847898674,0.1774845899478818,3.7169153078208583,4.263244018535887,-0.0605360765920143,-163034.6703470935,-0.0287600930396572,0.0265237087648884,3.980869333090542,10821520.52623064,93.87883910888768,4.263244018535887,-0.0155907886487929,-0.1069935114158228,-0.0914027227670299,-441188.6552026499,-273000.05954949156,168188.59565315832,0.6962199239908147,-0.827190301686899,-1.5234102256777136,-0.1093905013506383,-0.0043226112171715,0.1050678901334667,3.855099642026632e-07,3.678659873574311e-07,0.0463815832323798,0.0883587331183201,0.0140655833430269,0.0440742101793574,True,False,3.0,0.1780204184671049,3.435080329442935,3.9564536736554325
CLONE_0002,1.1575866503578045,0.1536708992063847,0.9475496122261118,1.357354909935828,13800784.092311896,775918.6107290959,12808314.86573349,15461312.350242898,96.016349659562,1.5347614751612468,92.72035279058944,97.6386799937319,2.841549436406852,0.3749925838633171,2.046847397642889,3.348792706577187,-0.0461871974949004,-92200.83282768208,0.1190675970343521,0.0482644835139578,0.9596320017329542,13538928.481163649,95.3675026306576,2.696898741826827,-0.0445378807654778,-0.1322196218076565,-0.0876817410421786,-428355.7724252728,-176101.39413122003,252254.37829405276,1.0436912944913774,-0.493310076344963,-1.5370013708363404,0.2534762980230834,-0.0613762680477197,-0.3148525660708032,8.387832478320339e-08,7.087946458008584e-08,0.13275109818011,0.0562227918021949,0.0159843764170055,0.1319676437533772,False,True,2.0,0.1734107593828072,0.9641851787789842,3.0347134315950823
CLONE_0003,6.755880699648707,0.2841458520101162,6.495961954262946,7.333870029411882,7967045.589137684,893137.8567737004,6594390.4503469765,8969198.823836349,94.21425297379412,1.8507149795767577,90.92349782045666,96.580426421694,5.714731113547135,0.1808366798801612,5.549053535657692,6.094516141163714,-0.0954379922443515,32338.302180787283,-0.0533758131927136,0.0262801703458401,6.495961954262946,8479242.610409398,92.97992964090692,5.636752436514435,-0.2234828429111937,-0.0324488271328632,0.1910340157783304,19530.565708650873,547866.5417619906,528335.9760533398,-0.4676357621847996,-0.1070830454571948,0.3605527167276047,0.0391562478089395,0.0062277529409246,-0.0329284948680149,8.479781650628075e-07,7.66101673549037e-07,0.0420590393170844,0.112104022348185,0.0196436836374629,0.0316439524897037,True,False,4.0,0.2077613909786859,5.479358571546064,5.807651396364937
CLONE_0004,0.8559948656350564,0.1951392899873472,0.6338874734851788,1.1113249419990707,14996080.97428865,646373.2185194335,14027507.18990397,15768688.171528695,97.26520366874126,1.3342648756740036,95.49715821474577,99.7511849515142,7.0894441778478905,0.2554513043517936,6.740294767595895,7.381526704692186,-0.0138706912124092,12142.115887269752,0.20835021081621,0.0548750656358459,0.6384250647541126,15768688.171528695,99.7511849515142,7.381526704692186,0.0457727046682578,-0.0343890423684174,-0.0801617470366752,82397.01763242802,164352.8345651748,81955.81693274678,-0.1374614684738395,1.1860267623159229,1.3234882307897624,0.1719016107305867,0.0764349908458587,-0.095466619884728,5.7081237898267693e-08,4.04868850096755e-08,0.227967827370795,0.043102809302488,0.0137178027221783,0.036032627933507,False,True,3.0,0.2306500156891055,0.7229799172428626,7.2545210655165375
CLONE_0005,3.6458492132329616,0.1843131097738909,3.385108341044698,3.9610069029660857,11484467.913775483,1037869.9290455462,9182656.898990892,12334306.118332395,95.01783946086726,1.768290780522217,92.81341050941604,97.56808360330768,1.094563976158807,0.2680135778181214,0.5995420433348942,1.4674075213290898,-0.0291701595617117,149585.5295337207,0.5872937206265308,0.0054700631671401,3.7114981377663816,11918025.517383542,96.39249926856044,1.371695284226339,-0.1831999845604934,-0.0351511400231287,0.1480488445373646,324129.07546872075,12264.764725382054,-311864.3107433387,0.6276998137969834,0.7826125297587034,0.15491271596172,-0.0534433557128716,-0.0858794950416372,-0.0324361393287656,3.1745913181226337e-07,3.1141887826576794e-07,0.0505542327571734,0.0903716164159972,0.0186100924893358,0.2448587596622833,True,False,4.0,0.3003686992909645,2.608790123891237,1.0818233041602752
CLONE_0006,11.05623566722192,0.2773608383757422,10.774659410772037,11.523079205031562,5174669.434789717,1062008.1548315242,3508408.372442928,6851526.842997489,90.77375218439973,1.2158114900233987,88.89899221315213,92.31997778451002,3.993140950353235,0.291981717500861,3.460550866465403,4.4667636213238,-0.1082315688210466,292686.8684162361,-0.1485476907585759,0.0299933841369287,10.784278726813763,5865494.147656176,91.48435973558762,3.81179405083226,-0.1200409002550582,-0.0464623699129102,0.073578530342148,590328.4277938902,350366.62086493184,-239961.8069289584,-0.0931861682425972,0.9845184647609296,1.0777046330035267,-0.0314433510373482,-0.0289710385517113,0.0024723124856369,2.136607141103538e-06,1.8385967925861983e-06,0.0250863717723509,0.2052320767953906,0.0133938661865621,0.0731208141806042,True,False,3.0,0.1942823209799615,8.903594588714322,3.78412403840943
CLONE_0007,1.23092005458031,0.102379521301955,1.1342836989478782,1.4629700670505783,14515150.3931793,600940.5155391692,13915695.500387251,15734982.138840422,95.60482746047522,1.5158905764428954,93.90140951068815,97.60818202559165,3.2918730385374646,0.2841654462843946,2.8811468779296416,3.6864772331954447,0.0076491706348834,-47992.15987505571,0.1510452568519659,0.0004961573281842,1.2067317879092874,14207150.390498,94.49799879957814,2.985761361285885,0.089343348478152,-0.0100700450021049,-0.0994133934802569,8152.896530525828,-427602.3112688192,-435755.207799345,1.2840074559578265,-0.0828996823515477,-1.3669071383093745,-0.1141417353678947,-0.1016046587085335,0.0125370766593611,8.480243202707165e-08,8.493834123951918e-08,0.0831731685886691,0.0414009155441856,0.0158557953263786,0.0863233310857949,True,False,4.0,0.1733850562568339,1.0409883683351266,3.335415622628259
CLONE_0008,1.52950398383011,0.1305856741301845,1.2587761383419478,1.6737883903663509,14247924.965369692,789054.2912980388,12995307.691531878,15142306.644887377,95.9694783221926,1.3941837364331464,94.2477134959066,98.0081709237455,7.559293592149374,0.2662138840391578,7.099756714596166,7.9005273566039715,-0.0217210930785271,15865.57397007115,0.1893296393366411,-0.0408967445230758,1.5130728086972218,15019803.020164788,95.45213810085929,7.099756714596166,-0.0071472897226215,0.0016063380034832,0.0087536277261047,-49181.65409572263,78363.76538634024,127545.41948206286,0.9425254226679478,0.1948595793813117,-0.7476658432866361,-0.1126015173672707,-0.1602869209972905,-0.0476854036300197,1.073492447179254e-07,1.0073852544310007e-07,0.0853777926866201,0.0553802952511243,0.0145273660000319,0.0352167673815996,True,False,3.0,0.2686336472705384,1.1979525247913974,7.538834750470884
CLONE_0009,2.839430827416129,0.1595375305987933,2.6012594251246908,3.018859569381863,12269959.515577752,734629.6317494498,11048923.29822876,13247572.30162836,96.36220926547377,1.3002648692248155,94.3168337392447,97.79391907796806,8.59893454083357,0.4074392355710488,7.797793164711842,9.142275913877782,-0.0251196787680977,17602.655821074328,0.1106886819324708,0.0577209386124855,2.6745972927869004,12660280.467233192,96.56482918531972,8.777386125025272,0.0356526339596104,-0.1054497002443689,-0.1411023342039793,195151.6371831736,-203384.0680810556,-398535.7052642292,0.0309928102122256,0.224903933699217,0.1939111234869914,-0.2399661521860321,0.0116342675348168,0.2516004197208489,2.314132189117031e-07,2.112589290347225e-07,0.0561864472985895,0.0598722131737089,0.0134935145128226,0.047382525543004,True,False,5.0,0.0912395370357651,2.5669928268855284,8.715074367749851
CLONE_0010,1.6603478833442786,0.1303259403739876,1.498595945187836,1.853191943950781,14087898.602307852,936396.3738001172,13223958.537231468,15938866.56610075,96.5507884406396,1.0011847814802644,95.33853150941276,98.0056924470447,4.60937333779586,0.1983213456675463,4.3551683691181315,4.916975461549016,0.0006956952824526,-36675.48481962737,-0.0483040763839399,-0.0056182553216858,1.498595945187836,14270598.823827203,97.75483820557508,4.5137294317341325,-0.0569267803103935,-0.0202185454763611,0.0367082348340323,894040.2626726213,194441.0160837014,-699599.2465889199,0.2036686976652478,0.3854061066515065,0.1817374089862586,0.1121973648172317,-0.1119877009983844,-0.2241850658156161,1.1785631982560434e-07,1.0501282838150237e-07,0.0784931529126242,0.0664681369616557,0.0103695143006049,0.0430256633799498,True,False,3.0,0.1549820863891192,1.4194044015650678,4.871031211682083
