clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,productivity_drop_pct,late_mean_titer,late_mean_aggregation
CLONE_0001,2.665435656416119,0.1454124026891904,2.464813517460482,2.8523675562017856,10632896.055533608,1025472.4228761166,9197038.291846298,12361789.360404553,93.63707707146122,0.8211349689171307,92.55401942045762,95.05557933527318,3.8762909836177872,0.2760550077699182,3.5788524140989786,4.279090309535627,-0.0242743737205297,113872.40106197073,0.0809476003932693,0.0991044901883675,2.4748278182415917,12361789.360404553,93.50491882396491,4.271647370059679,0.0406777507905504,-0.0074981103879352,-0.0481758611784857,-187022.3922203148,389773.397588269,576795.7898085839,-0.2734393672584588,0.3029510696741169,0.5763904369325759,0.114054361090007,0.2017810741577366,0.0877267130677296,2.506782387879136e-07,,0.0545548350734354,0.0964433788800593,0.0087693357651659,0.0712162757815092,0.2297187419312129,2.0531351307256114,4.310553148359744
CLONE_0002,0.8346905652811044,0.1911507750506489,0.5165126133978801,1.1712730241883806,15128100.22819252,597750.5544894784,14076258.37234826,16051268.978929564,96.28345703593403,1.2925238845413511,94.68376275010094,97.97384556555534,3.3261625756585995,0.404355162868688,2.5844863587418305,3.921442561381733,0.0027179979023606,-94369.7377356546,0.3833588978720941,0.0120962292878381,0.7500427960758654,14806757.05627052,96.29555619378984,3.358112867959036,0.0119714097240044,0.1094120033074587,0.0974405935834542,-288401.3126807415,-230868.50190968104,57532.81077106044,0.2027657661054039,-0.4457906070702021,-0.648556373175606,-0.2599695601480359,-0.214390062894594,0.0455794972534418,5.517484368100539e-08,,0.229007949499544,0.0395125987713591,0.0134241532690869,0.121568069374076,0.35624593774977,0.5373354421216519,3.2590031812567886
CLONE_0003,3.9904838319778815,0.1758566537608233,3.7224905713661407,4.270057324898496,8411914.15445556,1150418.7263912305,6047145.815623801,9506059.187487183,93.2784592237598,1.540622300460263,91.32768723999986,95.84845953526391,5.908575888627852,0.3338727214528307,5.353566811387885,6.400830241639413,-0.0440160189414919,296423.4612371572,0.3151820426774133,-0.0147760475920279,4.035050010795939,9380447.28912014,92.6041125527998,5.353566811387885,-0.0793776563315604,0.0787641143925886,0.158141770724149,1015720.755622168,607611.053175532,-408109.7024466359,0.8268301060907117,0.024122684206689,-0.8027074218840227,0.1145904763007487,-0.1817348927719243,-0.2963253690726731,4.743847546119133e-07,,0.0440690054442824,0.136760635601813,0.016516378092696,0.0565064624182832,0.2815888586701311,2.8668080441896184,5.945067847001146
CLONE_0004,0.5408211974164657,0.154336291057949,0.3338726828256845,0.7498276408461942,15112979.633921908,605067.5143144535,14481556.043676928,16263416.11823142,96.1878766296826,2.045114261466814,93.81155083537688,100.0,7.056522861890865,0.2573201177549151,6.697547492806423,7.367922761246942,-0.0267279934200533,6003.808773356649,0.1082638422390841,-0.0742805100320993,0.3338726828256845,14728596.1272859,96.07215318751904,6.771916646011905,0.0700290204141695,-0.1073798634249332,-0.1774088838391027,404815.4049709257,-337551.5009966449,-742366.9059675706,0.0156498782062457,1.2339196074102157,1.21826972920397,-0.0240095798300757,-0.1976276594111348,-0.173618079581059,3.578521314238808e-08,,0.285373967421855,0.0400362819887844,0.0212616634559791,0.0364655684895631,0.0261600991832482,0.5266732612516479,7.351198594919256
CLONE_0005,2.162810103320239,0.1247234701120169,1.9286863541723025,2.3552514067182257,11810710.676493946,732115.721614758,10921307.087467035,13285165.308406249,95.67048163040045,1.4190307249322287,93.25324534484902,97.03103770031412,0.7902453978152946,0.3212972664957428,0.2641735110593347,1.187373552256555,-0.0119626328307634,-16714.746022809864,0.2954800601752109,-0.0358203970085291,2.074356138700398,10921307.087467035,97.0262318380109,0.6320862519025015,0.0379167348907754,0.0427569968010664,0.0048402619102909,-134575.73928759742,-274279.4013634365,-139703.66207583906,0.2946587070663451,0.3793843025315465,0.0847255954652013,0.0392828820146507,0.0505329044629214,0.0112500224482706,1.831227741125462e-07,,0.0576673235726429,0.0619874401861217,0.0148324822947947,0.4065791043863327,0.382269249840205,1.336034307577195,1.1338216583473675
CLONE_0006,6.957322623853764,0.326540545173032,6.474823547600598,7.428307283837501,5224004.657647471,1444786.719445491,2711504.485074961,7143911.638887706,90.45080457034294,1.2583360293751429,87.78714297159668,91.86330085350808,3.933813845536747,0.4857520351588288,3.2058412885641947,4.582785072992629,-0.120889835779774,-5456.163735047693,0.2490744822862045,0.0903099129594643,6.694224565265543,2711504.485074961,90.81073206476584,3.7902281734280776,-0.1323616801039792,-0.0191484024868623,0.1132132776171168,-237711.70049837595,-1044155.5887295055,-806443.8882311296,0.9693003748360304,0.3628060918730136,-0.6064942829630169,-0.0993132149739322,-0.1533591208312661,-0.0540459058573338,1.3317987022980292e-06,,0.0469347998907691,0.2765668896045974,0.0139118279305368,0.123481195122254,0.261768880850809,5.13611206688955,3.9080620155789
CLONE_0007,0.6590753917321799,0.1462030388228425,0.4466933634970601,0.9275453837349436,14562770.311590197,845913.3641487283,13638377.524023805,16119738.513775934,95.51958502445358,1.2974363545859893,93.94173605509827,97.54428125838668,3.118405835330444,0.2745694121850253,2.718709997304181,3.3863762359887297,-0.0025257221707044,84741.83742762543,0.0846109762714471,-0.000837023036816,0.7253699235066841,14296504.627537848,95.44068994279452,3.274218173135669,0.0663946831056025,0.075840822461443,0.0094461393558405,373672.3495251718,-452115.7986452336,-825788.1481704054,-0.6122874171332564,0.1661152553267882,0.7784026724600447,-0.218647032462585,-0.063033433292614,0.1556135991699709,4.5257555920361934e-08,,0.2218305226307444,0.058087393129828,0.0135829354183255,0.0880480048447197,0.2274055002122996,0.5091980225977063,3.5018032708796567
CLONE_0008,1.0534598279044842,0.1105642243033284,0.9191726305907374,1.209670033974732,14241826.369341437,834460.3571966366,12931784.028389258,15246254.434212942,96.5922382568724,2.1947769001170827,94.0111502654012,99.42997233708851,7.660826242634993,0.2636351575478736,7.439573195950274,8.266624407798671,-0.0140007291086631,-93229.79746286666,0.4882474957601629,0.0542572210094896,0.9290887190685212,13197649.508420566,98.28042356923316,8.266624407798671,0.078188628118959,-0.0228889013590583,-0.1010775294780173,107406.91479293496,-244467.0459823602,-351873.96077529516,1.5233519842314922,0.951042314541954,-0.5723096696895383,-0.0205644618841897,0.2775662151009651,0.2981306769851549,7.396943345498727e-08,2.001998049059623e-07,0.1049534317965465,0.0585922293641348,0.022722083468629,0.0344134104029464,0.3279493026825492,0.7079784119391304,8.007809461568236
CLONE_0009,1.6567103308423792,0.1623790261380075,1.409001493740607,1.9434474242277169,12333382.227950692,803004.0764736112,10986949.500395332,13394068.006320557,95.73098759173988,1.136300524950376,94.43196632169452,97.79143359982923,8.669638419294895,0.2942406496487083,8.318836707104012,9.05200168199051,0.0001591756268231,36120.09906074449,0.3130522191101235,0.0316263808561512,1.6995785518624982,13088036.327747198,97.79143359982923,8.557875240854896,0.0343311379606759,0.0695775303759247,0.0352463924152487,32092.662678970977,-243973.23708040375,-276065.89975937473,0.2558724842543968,0.2087348700484716,-0.0471376142059251,-0.0663599151763996,0.0457959082713591,0.1121558234477587,1.3432733213180057e-07,,0.0980129253841439,0.0651081805162733,0.0118697252950574,0.033939206617881,0.0825104289066444,1.5200144508705056,8.75519756045561
CLONE_0010,1.0502271810868806,0.1993729661291062,0.7711731510802494,1.3504784866032329,14136821.350820828,1010961.2537104944,12677530.572016738,15448162.9494671,94.77123668544664,0.9913223190849152,93.43862514903208,96.51127109785568,4.867645608508415,0.3111357021219306,4.427324555632692,5.307274550154695,-0.0498700145182123,234688.0210165926,0.0133981555025904,-0.0837636711251873,0.7711731510802494,15006401.469273748,94.9715850933601,4.492386433209394,-0.0089911080029933,-0.0573597463324599,-0.0483686383294665,398858.3742024574,-99468.50144848195,-498326.87565093936,0.5086237209326915,0.2064643514932876,-0.3021593694394039,0.0564342578053866,0.0080376087249231,-0.0483966490804635,7.429019261291727e-08,,0.1898379412851771,0.0715126285196915,0.0104601602104732,0.0639191360838104,0.2436853780107691,0.7943021734665395,4.981610142364924
CLONE_0011,0.5294430671607312,0.1675270487460662,0.3795433530205069,0.8478900024315879,14639635.481993817,1097956.5598249652,12727489.684664162,15789596.745511102,96.34131021272452,1.9368060121569295,93.27518883513784,98.34629542992069,6.509684615913069,0.2198929103395075,6.1896375120868905,6.77349359528342,-0.0285763781256934,319902.6492981139,-0.2788874754314709,-0.0134562515100995,0.3795433530205069,15789596.745511102,94.515302871218,6.281035017987328,0.0578267709110446,-0.0725903918488561,-0.1304171627599008,779305.8058065673,-103561.08393624357,-882866.8897428109,-0.6990205803372397,-0.4647548216961765,0.2342657586410632,0.0715508930534125,-0.0478549493205059,-0.1194058423739184,3.616504439689947e-08,,0.3164212713711598,0.074998900155363,0.0201035880440104,0.0337793492741868,0.29453143627367,0.3735054401647439,6.583442136494064
CLONE_0012,1.5649663534263616,0.1172080520396445,1.3768845658732576,1.7402719887640212,12536233.74421168,646063.4191334982,11162358.706214435,13182454.374222238,95.62460747959965,1.3813926386816242,93.6882987738963,97.63191367612028,3.0628020214390452,0.1932770779348962,2.8800373048804113,3.48178010186422,-0.0046579198675079,66354.88211352231,-0.2146065801876881,-0.0044615995059221,1.5340940300704624,12288024.219400968,93.7845917373332,2.8800373048804113,0.0001920052658891,0.0394591389039146,0.0392671336380254,355261.5387701241,-31660.43574789156,-386921.9745180156,-0.5988926263439356,-1.264493161213889,-0.6656005348699534,-0.01117192153029,-0.1204497838684464,-0.1092778623381564,1.2483544781932205e-07,,0.0748949341358889,0.0515356870584678,0.0144459953883929,0.0631046592365056,0.2408029531942796,1.1881178338716112,3.155899158800889
CLONE_0013,0.5957802615418879,0.1502585082419755,0.4044541319405553,0.7799517834706645,15202044.099594044,742769.0749252808,14090247.435586903,16364254.349545185,96.00389972318938,1.6611420580791818,93.17207113463895,98.18715095269434,2.7497110523490784,0.3207791664008772,2.3790369674934495,3.3808858973202285,-0.0221966394065388,48453.54456002773,0.2290202638288004,0.0532714892084081,0.7261528488097637,14886825.723754307,96.20490230381806,2.976764156586869,-0.0451979422010114,0.1017047859087772,0.1469027281097886,-2104.515488340384,-160038.5871952552,-157934.07170691484,0.1263689289462266,0.7480045655488742,0.6216356366026476,0.0373350125610178,0.2572198756222473,0.2198848630612294,3.9190799450305335e-08,,0.2522045755609624,0.0488598158286565,0.0173028602260063,0.1166592271614053,0.1490880237014373,0.5069565597882824,2.896029698566818
CLONE_0014,2.1141751330035223,0.1373078315325838,1.893911556686571,2.3506704911682292,11488024.924254416,652473.8563657562,10615550.358583815,12315509.0155883,95.12697608089036,1.5562152640422038,93.28426398888593,98.11420764065944,4.38460333292056,0.3887771980022762,3.976691367536378,5.00462897678667,-0.0160148022990832,20835.405938104628,0.0520590596585772,0.0856361546770674,2.0592386559108835,10615550.358583815,93.7166439442467,4.547339021629191,0.0368351051267904,0.0572544632181182,0.0204193580913278,408815.2075582255,-102113.01418215776,-510928.2217403833,0.5376016066045863,-1.1999182516955411,-1.7375198583001277,0.0774893591949261,-0.2122544195619521,-0.2897437787568782,1.8403295143797178e-07,,0.064946290079843,0.0567959993704577,0.0163593475598607,0.0886687274523976,0.1764537347789932,1.7411210348081763,4.7627206980917425
CLONE_0015,0.8578696548822788,0.199005156959602,0.5581363941485543,1.1202974441245992,14774157.787533442,1491636.264265858,12354884.1287268,16115535.453355076,96.01294453455456,1.2120143206447649,94.67943834522076,98.69703383555536,2.2515739496126876,0.3477455385133684,1.5954408687796582,2.589955194602567,-0.0220138153055071,-121918.53282486532,0.1332590538527049,-0.0744054870422788,0.7940570663195338,13000636.532862874,94.67943834522076,2.0100438445604953,0.0744366127222967,0.0880644980897012,0.0136278853674044,77259.79155973493,184051.32978945988,106791.53822972496,0.1150393305102545,-0.2769799388464531,-0.3920192693567076,-0.0564162534235025,-0.2524164262194339,-0.1960001727959314,5.8065553869077825e-08,,0.2319759832919309,0.1009625242749548,0.0126234470415178,0.1544455328321513,0.2644303122548729,0.6310229141677777,2.4959421216521323
CLONE_0016,4.575980314544248,0.2162966217725146,4.265878015964165,4.935540651905457,7422321.976003031,750243.4680890588,6375230.486514109,8338785.210304077,93.04213291096389,1.3231716893479837,91.39469468777288,95.04393210104394,4.844392066624781,0.1652802727007192,4.510840840025801,4.988848241944284,-0.0405459136295758,43776.08844216307,0.4033596511328628,0.0082629866951656,4.370884216465532,7242518.723548422,94.83222129146051,4.885774108283216,0.0949792887801689,-0.0815121667139559,-0.1764914554941248,26197.1910163378,-393729.6137107922,-419926.80472713,-0.1608385308341843,0.9456193256146196,1.106457856448804,-0.1066845683488795,0.0646521690665351,0.1713367374154146,6.165160079741572e-07,5.0655440163261776e-08,0.0472678217250567,0.101079348284089,0.0142212097674068,0.0341178563571046,0.1144100260930231,4.052442287356081,4.952607851638116
CLONE_0017,0.8104090029214353,0.1433643110969733,0.6425210583140892,1.1056637022944855,14443123.96559596,641471.400184188,13261898.32257758,15567008.78315959,96.08760007053723,1.3683666924085334,94.45546788115442,98.03586595447572,7.280007494681884,0.4263209758453366,6.692012839570146,7.841627448943127,-0.0196054501086882,-110893.6876103188,-0.1490086764964994,0.0175499160397365,0.6425210583140892,13261898.32257758,97.52056616438556,7.547234920521168,0.0142714163572706,-0.0381260065625351,-0.0523974229198058,74144.08873997003,-408570.19514461246,-482714.28388458246,-0.7089041036290396,0.516593561898344,1.2254976655273837,-0.0603837737828599,-0.0398917130402418,0.0204920607426181,5.611036814832155e-08,,0.1769036503830252,0.0444136186681078,0.0142408249492107,0.0585605133096645,0.3112661579628446,0.5581561062035805,7.425749055373761
CLONE_0018,1.2429438334392091,0.1759168926349339,1.0428892511419958,1.5376942934604736,13549334.958868949,1206578.0835600025,11182325.890421627,14832067.83999012,95.52192041019218,1.149701622714554,94.18761935495463,97.42909077401984,5.187331681593518,0.2663604360008189,4.787810887107836,5.4988969149614135,0.0213169903034114,117587.77872623624,0.0581024390766094,0.0191778015260692,1.2933735484685365,13276868.912060766,95.60093447023196,5.111721598965637,0.1111048034656368,-0.0089332054819087,-0.1200380089475455,-197579.12899628907,-340387.0521549951,-142807.92315870602,-0.0376484452691757,-0.1721757538720976,-0.1345273086029218,0.0365431932536986,0.0830518364179952,0.0465086431642966,9.173467459564273e-08,,0.1415324552571629,0.0890507236866423,0.0120359977873711,0.051348256155397,-0.096030531706886,1.3623043906461718,5.365480750390828
CLONE_0019,2.8658583440389296,0.1925000009185289,2.5955353253482816,3.0983521790722657,10656560.568892734,755412.8981535869,9284557.02257314,11789408.805829838,95.35682687904168,1.046636869484047,93.78919857075866,97.24185521959308,4.550513103396867,0.2857600711189582,4.215863297593587,4.982718170693873,-0.0146596093026632,-181404.05903116713,0.2652077426364657,-0.0100591912204434,2.7965611997541733,9284557.02257314,97.24185521959308,4.553994405193494,-0.0671865754829996,-0.0117379680395282,0.0554486074434714,-368736.751544431,-453696.78688541986,-84960.03534098883,0.4192034784537207,0.3667094913895196,-0.0524939870642011,0.1399434285910779,-0.0190203011567575,-0.1589637297478355,2.6892901565300304e-07,,0.0671701032438552,0.0708871209683442,0.010976003540897,0.0627973295677023,0.0452729952253729,2.7361123529126603,5.068893985709849
CLONE_0020,0.5527484341261121,0.2773330731738266,0.2618630440442132,1.0060492000024917,15215732.909357656,1204900.700298451,13437771.470387448,16944392.80446681,96.1355346183208,1.483566220769213,93.18990620766291,97.76696117482705,1.7106779503656908,0.2032669812473837,1.332291048083042,2.0302161402326613,-0.0886954517809636,213006.4407921664,0.4044546429311715,-0.0199193457067771,0.3840691012501863,16650871.2114887,96.9979654522144,1.6981728568100636,-0.1417891072744536,-0.0447730009440563,0.0970161063303972,128379.50136331508,666777.7733826259,538398.2720193109,1.5159101787989202,0.3084559233514903,-1.20745425544743,-0.0949679367669284,-0.0491197540472148,0.0458481827197136,3.6327427500135235e-08,,0.5017347052471561,0.0791878187844266,0.0154320275706986,0.1188224709888316,0.2268414614806478,0.4273621714978053,2.2564026470378478
CLONE_0021,1.8289606778779917,0.1060086977799888,1.680346561375821,2.006967201345318,12560456.661605677,838668.0638445928,11613694.22008902,13765366.493477449,95.52926816421233,2.17382602164254,92.25197199297828,98.17259364146878,4.09859467889798,0.3229453384974395,3.617504247977563,4.659589590048004,0.0165326549067888,19299.732740945197,0.2843185290576592,0.0480875216347224,1.837410647448618,12106833.487795347,94.59451457602545,4.659589590048004,-0.0381655055908834,0.0077904936886463,0.0459559992795298,478872.4126111557,35220.194730559866,-443652.2178805958,0.0799562083154186,-0.0689604141595828,-0.1489166224750014,-0.1912245125844524,0.1657450190647885,0.3569695316492409,1.4561259412396119e-07,,0.0579611683314163,0.0667705073501189,0.0227556021666892,0.0787941632973275,0.0769257118988591,1.6882665756972073,4.400467872027466
CLONE_0022,3.7423271288741504,0.1821031527789283,3.547076214419126,4.004752020131753,8732865.378178013,436265.9700067305,8196163.06218441,9427558.735728508,92.99919135059086,1.8014447401323015,89.91490077382612,95.27241632054366,6.892461025642726,0.2154502356123127,6.591366930342427,7.111195759941835,-0.0357371841088496,22509.606552421705,0.4253452933030981,0.0064487162974674,3.716060306304168,8853711.42510743,95.27241632054366,6.694076156869469,-0.1677049772287731,-0.0253992438785862,0.1423057333501869,375958.11367957864,-79850.97252464469,-455809.08620422333,-0.5501236197269824,0.1596329453203865,0.709756565047369,-0.0345307100601718,-0.0895537683453592,-0.0550230582851873,4.28533701919373e-07,,0.048660404731922,0.0499567955206188,0.0193705419794651,0.0312588253715896,0.2220430117566223,2.9113695422004207,7.031731392022716
CLONE_0023,0.4383916428489144,0.1659077458741071,0.154029965302735,0.7349989707237085,15548771.56629513,668659.187846686,14312076.811854417,16512323.940123152,96.39240541728338,1.3647810661413322,94.92746458000607,98.95382189664858,1.8650098375368511,0.2073888387930206,1.5477536765556208,2.093776128039393,-0.0254094671710188,153750.6230344964,0.1312700461174344,-0.0468506582356186,0.3793820589822115,16512323.940123152,95.9386672708161,1.6917323030312663,0.0791253389010349,-0.0301899223929941,-0.1093152612940291,9710.214131463148,51805.48306522222,42095.26893375907,0.118912521795069,-0.9357896119245248,-1.054702133719594,-0.1163359774157147,-0.1644163544326322,-0.0480803770169174,2.819461595276184e-08,,0.378446414757132,0.0430039881283052,0.0141585953812338,0.1111998631362301,0.2179798334798093,0.3428311055417681,1.8540444935277953
CLONE_0024,1.4970199700673514,0.206681015795603,1.1185647141869728,1.7609459785493158,12849435.555104608,792568.2029124399,12016506.275661694,14542659.69486939,94.92445812898104,1.6169875002935123,92.1038629943297,96.6246397293157,3.6862258118233617,0.3252317475559833,3.376959220904565,4.193407413330332,-0.0472415599959121,41543.875152272674,0.5269867198467721,-0.0150263916481944,1.4009808962578791,12256542.935538722,96.2246723730196,3.4481049547980245,0.0027371470363664,-0.0938368521511297,-0.0965739991874962,216457.02762203108,-776837.4032859731,-993294.4309080042,1.1131174206988348,0.520202906444021,-0.5929145142548138,0.1708229510594777,-0.0946877499280615,-0.2655107009875392,1.1650472611403077e-07,4.301553951991148e-07,0.1380616289629341,0.0616811687574542,0.01703446648154,0.0882289268401821,0.4134282819259668,0.878109575833544,3.9394954664829633
