clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope,titer_p10,vcd_p10,viability_p10,aggregation_p10,titer_slope_3_6,titer_slope_7_10,titer_curvature,vcd_slope_3_6,vcd_slope_7_10,vcd_curvature,viability_slope_3_6,viability_slope_7_10,viability_curvature,aggregation_slope_3_6,aggregation_slope_7_10,aggregation_curvature,qP_mean,qP_p10,titer_cv,vcd_cv,viability_cv,aggregation_cv,culture_mode_fed-batch,culture_mode_perfusion,ddpcr_cn,productivity_drop_pct,late_mean_titer,late_mean_aggregation
CLONE_0001,3.135307178150851,0.1530597637123369,2.9081978334087597,3.3619655385672536,11158539.277960649,775266.9470260188,10096738.85315364,12294132.92931026,94.3409158693252,1.2366337239559086,91.78929382440928,95.59440801865728,4.624233481211738,0.21860333122616,4.159051243845967,4.799644374767568,-0.0160406911595332,14782.194888341155,-0.0452754340403208,-0.0124783434097537,3.1277469171838503,10700604.21401357,91.78929382440928,4.799644374767568,0.064522325612391,0.0353209834665766,-0.0292013421458144,-189654.7290241144,-511498.12708229665,-321843.39805818227,0.2706929742678408,-1.0069377153075665,-1.277630689575407,-0.0144932774856251,-0.0489371808604931,-0.0344439033748679,2.809782804048044e-07,2.922962904363601e-07,0.0488181077535729,0.0694774582688664,0.0131081377846246,0.0472734199229065,False,True,2.0,0.2712366742765465,2.289752670800829,4.902667326883568
CLONE_0002,1.0897089297549172,0.201227124737401,0.8819553286497924,1.4769786636812623,14533575.209348451,569550.0542858898,13359300.905159416,15132320.736892603,96.10800551856885,1.8795990646426424,94.00002176907158,98.978137844589,3.509096743155772,0.3386471735235954,3.0214141547025664,3.965517162617967,-0.0093657335268736,-57743.826550080455,0.3667899996876829,0.0208072895463086,1.208835894984655,14645481.382882,96.45844176121878,3.743097991958975,0.0953516713354155,0.0638867732779569,-0.0314648980574585,-10269.447232978937,248731.6051106674,259001.05234364636,-0.4619763223309458,-0.1405515523434919,0.3214247699874539,-0.06019732358326,0.0731921917055099,0.13338951528877,7.497872437154914e-08,8.25398539919331e-08,0.1846613522732139,0.0391885717094261,0.0195571540006616,0.09650551073794,True,False,3.0,0.5249200463840968,0.5813983340345742,3.686371329269567
CLONE_0003,4.7153555857616,0.2029815598516737,4.363309901934886,4.991713330719704,9132411.780206507,799242.1005957851,7744497.303007131,10047467.956636485,93.69161573368696,1.9496358704558996,91.06767629530148,97.6598814799413,6.662888837745443,0.4124701698729565,5.85007908530061,7.081792603262512,-0.0632619865683173,210030.9527877725,-0.263199833237893,0.0834935084726409,4.675628145608694,10047467.956636485,91.06767629530148,6.67609905089232,-0.0581924638901383,-0.0129492031169338,0.0452432607732045,516646.65232443146,163417.0411722774,-353229.61115215404,0.7610366056315004,-0.4149673804011456,-1.176003986032646,0.4054129953339772,0.0228364160792467,-0.3825765792547304,5.163319065377242e-07,4.653538748058788e-07,0.0430469253308374,0.0875170896616875,0.0208090751255354,0.0619056057898484,True,False,2.0,0.3388513684139502,3.1467424610480568,6.581962788615601
CLONE_0004,0.7295166074467658,0.1402719131867203,0.5414389872940587,0.8870201781605209,15322588.52906473,1022266.564112634,13804882.876694612,16854204.484702077,97.31816346789756,1.3611746766813806,94.66764856522366,99.2395972948386,8.107286640748221,0.2216568990346879,7.8463705927002545,8.540162941023345,0.0238000173759244,91570.58899366485,-0.315057876770681,0.0382598880388471,0.8657216878279492,15099618.54963157,94.66764856522366,8.147960381711442,0.0726957744986115,0.0950397010983804,0.0223439265997689,49106.88575748373,-28541.48484591978,-77648.37060340351,0.2780753755503938,-0.9093560560340048,-1.1874314315843986,0.0219452856167547,0.0563161147515567,0.0343708291348019,4.7610533041657976e-08,5.7334010457441174e-08,0.1922806301632764,0.0667163098567544,0.013986851253275,0.0273404541900951,True,False,2.0,0.6465684289763673,0.3140862698342789,8.374102784974621
CLONE_0005,2.4803112486026766,0.2158954523747509,2.122646226076354,2.781606951679635,11696199.768195229,1088389.560486241,9654663.014629131,13619381.611864911,95.33713068493792,1.9957177294527837,91.80598116675075,97.8870041836115,1.969016746757141,0.2885541885664722,1.458237588518167,2.3309605307408643,-0.0712765288147603,114437.48237917044,0.4544389601458446,0.0324614727163432,2.3849410566077185,11744741.353614047,97.3427557041587,1.67581172268656,-0.0039850259730444,-0.0205172168333948,-0.0165321908603504,944200.1516144206,-71164.08886284292,-1015364.2404772636,0.2598855186284393,1.3151871822948966,1.0553016636664574,0.0754865524273063,-0.1448748400019227,-0.220361392429229,2.120612932199771e-07,2.0306458735882106e-07,0.0870436935724641,0.0930549735860217,0.0209332682355118,0.1465473510548639,True,False,3.0,0.4923731688493112,1.3500379824951785,1.890133226125075
CLONE_0006,9.111226560313868,0.4396039344786578,8.364818552754468,9.797977155964537,5455384.862758905,756729.7089333722,4606016.117792848,6326072.935409139,90.80609656209788,1.3394047182846298,89.43277315065181,92.7581550608478,5.434426553728489,0.3728954312125184,5.10883081332887,6.207120440452351,-0.1731624217295184,141110.29773874363,0.1992456792542174,-0.0989936363986845,8.364818552754468,6228856.953452357,89.45727598053274,5.463235596959636,-0.2155762399072947,-0.2076094547435497,0.007966785163745,-429201.31421778386,273331.74957231275,702533.0637900967,-0.0706155421775518,-0.773641325068825,-0.7030257828912732,-0.2999708142447952,0.111302988568433,0.4112738028132283,1.6701345165419043e-06,1.3429138949993463e-06,0.0482486009452568,0.1387124333058837,0.0147501629183446,0.0686172547291236,True,False,5.0,0.3213513388096314,6.299936694998434,5.471201968623087
CLONE_0007,0.9724914472265288,0.21636505932335,0.691967269654667,1.3026680479988204,14532634.01739146,768401.0473966447,13490509.22849938,15450084.0509219,96.87175578156868,2.0269986495516674,93.81120152749834,99.12639344039168,4.044930839315052,0.4484355863675982,3.3663566255501114,4.636567402025603,0.022282150946206,162951.96683302263,0.1194185160364287,0.0242127585481954,1.0392263841633411,15450084.0509219,94.20117200060244,3.890137177930911,0.0670248360940991,0.0450913541150134,-0.0219334819790857,698875.3359016859,146186.64722080997,-552688.6886808759,-0.0807825205228761,-1.3856679867460788,-1.3048854662232026,0.1110602023072504,-0.3074323061767136,-0.418492508483964,6.691776907494754e-08,6.726347770912813e-08,0.2224853079355312,0.0528741759048693,0.0209245577637853,0.1108635979379737,True,False,4.0,0.1721300688913552,0.7984898043124175,4.397410218428924
CLONE_0008,1.224794001323679,0.2049855500294624,1.005399784698529,1.5528705753445258,14018291.895879732,800688.41845838,12270212.304715997,14986381.85470273,95.78759795563334,1.644946298138292,93.83368911511982,98.72083757989628,8.541070539903933,0.2244416778322683,8.284948429614634,8.88050769285092,-0.0136818225492371,160205.6071742246,-0.1619026423218422,-0.0432432207738087,1.4692815285632663,13742383.465189088,94.72289893925506,8.357311237882529,0.050187916012939,0.1240407296891839,0.0738528136762449,596865.4353940485,-326607.3203401088,-923472.7557341572,-1.4029855029411884,-0.2604423131511146,1.1425431897900735,-0.1416406450170591,-0.100053307203521,0.041587337813538,8.737112983670081e-08,1.069160624345196e-07,0.1673632869205465,0.0571174023486926,0.0171728525741194,0.0262779328138548,True,False,3.0,0.3548227025682618,0.8051597149205378,8.558367363370788
CLONE_0009,2.1832888287567327,0.1602690666575447,1.9884565515657169,2.443007630563399,12486928.926907437,678686.7418214363,11686295.395802476,13507965.225942722,94.22941758272768,1.2354166845738423,92.52997431867182,96.26916272198444,9.328793775928526,0.3393065560975415,8.928789327027063,10.002124025737013,-0.0222180326617433,-52017.919351689176,0.36153171534298,0.0490435650155149,2.2131547848952247,11686295.395802476,96.26916272198444,9.261347324706524,-0.0961795672893522,-0.0339972531627994,0.0621823141265528,-197143.64694264063,-162958.26502002036,34185.38192262026,-0.0274829080585798,0.7570327710580244,0.7845156791166041,0.0682054219539875,-0.181399566213391,-0.2496049881673785,1.748459402257089e-07,1.8938035621537969e-07,0.0734071756669053,0.0543517742268052,0.0131107324681924,0.0363719645016375,True,False,3.0,0.2201776860661274,1.7823438246002994,9.603439713327992
CLONE_0010,1.3325764476450634,0.1762138400384345,1.122214494739412,1.6495620675395564,13953434.2799412,659012.760742037,12481973.117932126,14705178.880246766,95.77177751720004,1.403128306128389,93.82493756028248,97.9998051052862,5.537705296354114,0.300689347258474,5.15902625984885,5.873709016694249,-0.0294837180006249,116063.82330447892,0.2626785831583755,-0.0263197637603072,1.122214494739412,14284892.320513422,95.39309775674114,5.15902625984885,0.0741852384321392,-0.0053131054383804,-0.0794983438705197,47890.3679730691,198344.73311973416,150454.36514666508,-0.5509342625477344,-0.0202299073805686,0.5307043551671657,-0.0899036204904895,-0.1590633490408493,-0.0691597285503598,9.55016823034536e-08,7.855953475602242e-08,0.1322354452666525,0.0472294309429903,0.0146507493385694,0.0542985462592496,True,False,4.0,0.3720069493083366,0.8975278062437982,5.944835290566884
