clone_id,titer_mean,titer_std,titer_min,titer_max,vcd_mean,vcd_std,vcd_min,vcd_max,viability_mean,viability_std,viability_min,viability_max,aggregation_mean,aggregation_std,aggregation_min,aggregation_max,titer_slope,vcd_slope,viability_slope,aggregation_slope
CLONE_0001,2.5380670592182257,0.2930363368119257,2.223711463882563,2.9645141141412226,11076186.58160651,905255.6255543323,9779103.118757073,12322578.81504575,94.85145510273276,1.2712414719203953,93.42190122918915,97.38670920750384,8.356812258322368,0.4038479102433181,7.723454809312709,8.894030123445615,-0.103703442018181,102268.66574714235,0.1697335983966875,-0.01922528525669003
CLONE_0002,0.81472050849529,0.21300696718880704,0.5379805003545031,1.132518098327722,14410912.695149075,1047018.8790687898,13460699.126618952,16053412.737830868,97.55182400237265,1.3489220089543357,95.75345444090316,99.57381188401367,7.3371881368681615,0.44992524181108595,6.7985309863211105,8.011004322198874,-0.0050351751439982285,279733.38179440406,0.19886083991578174,-0.02381863329625326
CLONE_0003,3.9125515485059044,0.20869708067225573,3.6219557051945244,4.261524333493666,8684125.782451367,583411.9632667297,7780119.944956476,9384241.42072507,94.39068771087457,2.6074916131658217,90.73634753614996,98.77468292378872,2.235351548927711,0.32606401504904503,1.745531621708644,2.861835858284078,-0.058117370936220616,51853.80596558355,0.5053442305800478,0.03858347274632142
CLONE_0004,0.48836926125790353,0.16031172838911956,0.2129155935440902,0.7476088286184843,15117250.404283931,781766.4883643818,14054528.183675738,16064249.61049572,96.38053429192597,1.7301056388627487,94.23733067117148,98.96809551940503,3.860240332256531,0.30512827952813415,3.3575738170881717,4.286918326710031,-0.026670763041845878,278866.45637414,0.5046417568080341,0.05183355250814531
CLONE_0005,2.238288625680166,0.1606719725538273,2.033612283599261,2.459557069918505,11171945.417135956,1167195.978358509,8874346.437064504,12390301.247861287,95.08523782768212,1.3263549625003497,93.0263147889734,96.87061909020129,3.231716947994531,0.4051574481709423,2.620058131032303,4.001487558358194,-0.0340585769298355,391064.58372066607,0.23344604224099985,-0.1292120007237016
CLONE_0006,7.219658705057141,0.1928686850228574,7.0283035340422835,7.516550637590819,4895554.719125234,1140795.9864538512,2881554.1154196886,6096464.310918037,90.4163813259718,2.4072809408862015,85.73183160971176,93.03868611382036,4.840260718689008,0.24586900861931577,4.337350968011925,5.200499172530496,-0.04867216476396031,296800.0306949594,0.3888681083281276,-0.006885287416359083
CLONE_0007,0.7905129588532561,0.100308279345512,0.6625501579221401,0.9583187724968837,14661933.797870345,757061.063390941,13364584.663564,15673792.01543548,96.05474737877609,1.1876203494474356,94.72205819644766,98.41553041140523,3.1700801391608895,0.3641118490714628,2.731831032594727,3.79890855846039,-0.01726769266255175,78700.01357745261,0.01783934633686381,-0.025172873309340534
CLONE_0008,1.081265591561898,0.10192803945735003,0.9845525762055801,1.2618800982087164,14233800.774767738,820142.4993130876,13296759.990306623,15254533.742152784,96.39346723863723,1.3464921550530968,94.33834969023397,98.09414636003994,8.474821671018503,0.44168901137075295,7.906898761081611,9.12218937656504,0.006950440098496605,22863.910790018796,0.31557476683964725,-0.07008570627005929
CLONE_0009,1.373601756053082,0.18517081996048618,1.0779147902707453,1.5798058468663139,12803094.292590087,705879.0118215387,12127613.830284547,14252301.305506185,95.58434620272143,2.3755007651331863,92.84772660064765,100.0,1.4697469110273627,0.36992710093684755,0.7245332752732193,1.8434072644466062,-0.05222168859053788,15908.505920950936,0.6269613870932756,-0.07858502319410922
CLONE_0010,1.125871145965595,0.17569987940837278,0.840145390692673,1.3268775951448373,14206394.202333312,1170914.6558112856,12009885.711764801,15185443.93862878,96.518307961381,1.7460947774928794,94.64361896083423,99.3888564720663,1.2364359156281526,0.21383615541115053,0.7886534513097704,1.489959492365818,-0.0681355990245322,23685.2243229101,0.5130298541974656,0.015040634569984314
CLONE_0011,0.45531053307799735,0.12386227935833323,0.256373771612884,0.5880900981631115,15443719.993058564,743572.4524101624,14007803.841903405,16325347.949264841,96.76632983256134,1.9290209359104453,93.7178061903459,100.0,5.391458846414594,0.36925933045906817,5.0646102798904655,6.233751256027543,-0.0013681972153314489,181419.93838477458,0.5521238446628571,0.06253100315930685
CLONE_0012,1.513898845301654,0.15273529339437603,1.2903660683431704,1.7330945489191523,12756275.575251263,843981.5337417383,11630294.495928079,13862973.588669382,95.46652834255208,0.8361322562887553,94.4090938564487,96.91963938533775,4.882515541323435,0.14888265736210554,4.656004898140586,5.12524104905793,-0.010125666035746425,-10429.651482725676,-0.007706450279736103,0.00655962180566153
CLONE_0013,0.6541630607401354,0.15341585044814757,0.31534889680609257,0.8622671150279057,14623867.148864869,721594.6366880157,13558459.456441205,15647069.92123339,96.33421544417625,1.6500596336203075,93.08292118063967,98.49098428818533,9.57929057195093,0.18561281644253905,9.355994716797124,9.862259890809284,0.02727859008470445,-117412.77627371001,0.06601820138732939,-0.0042636311017401635
CLONE_0014,2.1219237661354864,0.25133537996533206,1.8048271606315698,2.5347460090044214,11840857.029180253,894024.0509742124,10438315.5342368,13140258.466067633,94.87928363550522,1.0342118755968506,93.11360558512273,96.31906017942534,3.2590116192272065,0.42652948739710705,2.8344899455462156,4.18106706093657,-0.036760791270016496,136874.66624799534,0.2503021990352863,-0.038888695760526566
CLONE_0015,0.7103605424263638,0.17375949677272365,0.4095132422106048,0.9356303002869766,14143057.761971077,559477.2502996302,13355249.905757185,15015483.413105767,96.4884809417417,1.6841220494951155,94.22917651856065,100.0,2.7389707637338936,0.19259524415374107,2.511794802092117,3.053830560883898,0.014049144739834133,-57034.803345516935,-0.2901939417254771,0.06258231957905278
CLONE_0016,4.441484924873367,0.20056853212874937,4.09140428769956,4.66169448001076,7945489.862214908,707776.7263010956,6844653.97402395,9160507.42491444,93.79486501797955,1.136722533220108,92.2989967128727,96.12246876789786,5.474047657881257,0.30672427846570693,5.012949041092328,5.814858368137582,-0.049189705806979914,2665.305488057948,0.26085473286305405,0.08099897157833275
CLONE_0017,0.7946549344739013,0.1268863112593101,0.6143513257759297,1.0402024518419843,14841310.398106005,993603.1177235352,13419026.97519429,16347796.056438996,95.53788941106804,1.9126787982039586,91.58157409884016,97.81253452676837,1.1825245838453422,0.25984784553661844,0.8286134754059465,1.6748630509368554,0.001849498501376867,89615.75702803521,0.6072119476326707,0.03371665558629048
CLONE_0018,1.1946861389436174,0.14494489488210685,0.9851460564701767,1.398522856170639,13741480.720920369,716156.0305806649,12885060.149581717,14701212.1184124,96.1240123600251,1.6248640955004503,93.84615504462865,98.16559488206065,5.712831376255316,0.40770477781450737,5.293686380967201,6.2415008845443385,-0.037008863405960206,-69564.38391031821,0.005677420833374699,0.07246291111912759
CLONE_0019,2.5613583709577235,0.21383086973779336,2.209079730208838,2.8336800983189776,10649635.329997748,826163.3392668362,9735998.195141144,11895759.605018944,95.41417148899504,1.786508640345034,93.23186241178807,98.10032988324474,3.142749815977851,0.2956023831025135,2.778570099186223,3.686696665285903,-0.08352511580792815,126810.62595447223,0.1913388580097306,-0.01859325760924326
CLONE_0020,0.7176433848285625,0.22164127692514643,0.4537189153971995,1.1142903394898749,14810724.814586716,1019406.5995122968,13355629.666706309,16545018.416906707,96.19932645012183,2.243602215082269,93.05340495174916,99.52963525016345,7.791641941363182,0.10257222513027703,7.569788913413209,7.903218137520378,-0.026604251786455677,284944.16539480153,0.3680518207012729,0.014983519846666429
CLONE_0021,1.7489570918774089,0.21590128808224002,1.4400104650063787,2.0946012452066305,12397988.97948506,944534.1177590546,11027653.457509723,13465900.784578566,95.08768843683598,1.0514940200656655,93.0841072421471,96.34782852924809,4.908622856653966,0.3970238829257207,4.503580245227562,5.500370129735544,-0.023091622935407122,-15157.97176225652,-0.1504226613094259,0.1396609988579593
CLONE_0022,3.7125182339882183,0.1444322231961427,3.5240429605531705,3.955866005926053,8987762.868423684,926689.5230339464,6998011.186563784,10142248.95571933,93.49727630409029,1.930167053816548,90.29235179455401,95.96000759688616,5.521401009933987,0.2577314760199361,5.17674691438152,5.930068749103848,-0.027207057432019673,180690.335597819,0.2321204777038893,0.01982946396934924
CLONE_0023,0.3884723544818399,0.17782656035935338,0.10818624042416,0.6233978584859772,15211603.527539037,691264.5790330166,14584003.21503503,16589729.860403698,96.54773986547958,1.3145806880635194,94.61344339604474,98.15904260743669,3.865478349727899,0.4570184750987604,3.0363740223221827,4.308846400823389,-0.046053890140567676,157299.72794476696,-0.09310097477297385,-0.012987135216172912
CLONE_0024,1.6313039969052197,0.22792714931719615,1.2988770808176207,1.9840930733474553,12429055.582621023,860649.3685446184,10689855.729121745,13431105.288879832,95.06156495249587,1.6408629393884657,93.22604933413882,98.349985453893,5.866864834579993,0.33709279702383727,5.518890395360461,6.53098459301362,-0.03794434513533793,122921.43352182012,0.37955998718947453,0.06722988773242644
CLONE_0025,1.9934810902045677,0.1611711948306587,1.7720095973417045,2.161045977311523,11639115.045586754,968134.5006970433,9931047.898646321,12857817.755553246,95.29959915841431,2.3498610355408998,91.32154998666898,97.43541097260852,5.134081414696191,0.5019109992027063,4.23739078341654,5.845316869541846,-0.04936538360409663,62513.5045319229,0.3637248823219012,-0.1231217563423652
CLONE_0026,2.778116062167901,0.0972420475716496,2.611769832892129,2.8847836954946047,10457638.765594108,620294.7942442859,9640962.795561496,11524084.23589035,95.12027542874989,1.8770271520564255,92.95132955273947,98.50251824910826,2.5592304785570734,0.233801583911839,2.3254551138539963,3.042587885408493,-0.022621833090480596,-67610.09594720852,0.23978020781370962,-0.015189775262103942
CLONE_0027,0.6511709106176465,0.218826740628085,0.35121372531961126,0.9308466175203441,15312234.228451826,649494.0699676251,14400483.59675915,16433241.919444878,95.77136483043174,2.1811973225155845,92.07447186776187,99.59854716153644,6.126530287068788,0.34863019459662065,5.602163231703931,6.594178342754351,-0.07400643102335369,-5065.7393458204215,-0.0689605154139222,-0.054015188065392405
CLONE_0028,0.594900392930186,0.12740283784298478,0.41341282792412243,0.7633746624039576,14943902.852758981,983038.1049500334,14065958.205011763,17002736.706101492,96.66184688734268,2.8188603354201844,90.80029884183332,99.78876626483256,9.419811124490709,0.2640155395112751,8.835922372045369,9.706208280104084,-0.035524965182217545,218334.7087547762,0.7869257852276217,-0.07200664349095548
CLONE_0029,2.0856925292717916,0.1575750295899647,1.8843224829754193,2.29327716406862,11596581.408450633,882962.9881571488,10373523.796556734,12958719.653994149,96.19674666328177,0.8359256924388755,95.14008600017814,97.65147849054802,0.8365829830926288,0.33170922562540817,0.15491497313902486,1.174435354661373,-0.05367182283288877,103854.53123091056,0.036105712375673796,-0.02709190730549505
CLONE_0030,1.729085912506929,0.12913308539347368,1.5719312662201046,1.9238380351609468,12886514.79900034,1057419.6937241808,11379787.313260365,14503299.386252865,95.17060164803937,1.4152549972005133,92.30257717041113,96.61523758376256,0.8860329618400832,0.27559656834991153,0.4178000659394734,1.208399594710556,-0.040514597886351755,-69698.29594686729,-0.09394310482150707,-0.011038161226140684
CLONE_0031,1.7401957334239726,0.14439088185845,1.4641283554595839,1.9537896233328618,12280238.784770135,784690.1665330294,10892713.484727167,13320421.635066226,96.9210707365597,1.9306706628207777,94.02603007575908,99.79273147967973,8.676036437784662,0.30391793879556084,8.144110915196592,8.97212708516521,-0.03254386323222794,249941.2522347682,0.08769142270736525,-0.004794597874862304
CLONE_0032,1.7847576962270626,0.14489723315600217,1.5984811340536877,2.063454156653323,11954604.164288267,508949.6720611431,11050788.31087732,12570265.337122446,94.43578600003568,1.2499313421618679,92.74584090297203,96.10490573344012,2.977823382448269,0.36957934437012635,2.302286158243176,3.498824617836901,-0.012459886639836484,179232.44574546404,0.10211166363215628,0.03863942692681006
CLONE_0033,0.8656635733159772,0.1696352027269955,0.6330299815742467,1.0502999665021227,14438752.122433376,1141775.3765022776,12222610.577346195,15830859.081282994,97.28190168859734,2.1081234543323077,94.80788870809685,100.0,6.392541506836675,0.24807852725124221,6.00344109020665,6.700510265385075,0.015815485356379933,215133.9424751978,0.1947729101556871,-0.060249178605552005
CLONE_0034,1.8229992093334242,0.2468459012065474,1.5659293445104365,2.2492642293257803,12525934.99171846,967416.6442036525,11100806.30655033,13472468.062724499,94.5659450465065,1.3157821710895568,91.64074227248791,96.07370391868753,3.9432476218166093,0.39560222190434363,3.357485807596384,4.48261323993079,-0.020721373197233786,161929.29163647932,0.24652566590976718,-0.02679488609145587
CLONE_0035,1.959247787662403,0.16503206386827743,1.6393325836373291,2.143652010744222,11778371.696120689,625427.2435943149,10699658.11873698,12418080.232560724,95.35809883624209,1.8669558106494284,91.73805633657628,96.92006869209855,3.991482561433841,0.3550072757955942,3.5349987592195045,4.528027092134505,-0.04771732580052678,150770.3261769538,0.3426626744922042,0.11291009191211292
CLONE_0036,0.888016792247071,0.18064888691371317,0.6460172826361484,1.2336988984593746,14390645.54951128,1140116.5825874428,12620771.98629217,15926973.918402575,96.4241705404718,1.297316351378114,94.9340797608864,99.02557131664443,5.395043248919471,0.3533137511316338,4.886669258511004,6.084439967391523,-0.009460633732357027,396622.90718191164,0.39259747353872493,-0.050663957757331804
CLONE_0037,5.589454170135962,0.17415364310680473,5.287817794719576,5.814637194363165,6146854.437801136,795977.7808982546,4884482.614916429,7436033.289570212,91.80566657617244,1.2448297114052282,90.13061128184107,93.90542853591985,7.983116551773253,0.3085032145510414,7.424176991659994,8.214537227558079,-0.048877649108849584,270094.9990286023,0.2528222119811838,-0.0497378383512536
CLONE_0038,2.03741380411602,0.21879210690226317,1.7475244896061273,2.391289673574004,11616288.547031108,910352.7459499207,9546354.122550383,12586572.065299813,95.67230071163561,1.5876072277773732,93.5416448860311,97.57780329834132,6.858840452941816,0.30986996272262046,6.41121714212279,7.232129107096916,-0.028612990172816426,184526.17473283975,0.10667469449781547,0.07788556984388263
CLONE_0039,0.6461888457730851,0.2110677346375222,0.24337508393653803,0.9954864767036298,15400338.023590064,892521.9657742659,13556235.412392695,16765644.377092764,96.67745611530556,1.7240023289477384,93.36769206529422,98.68929366748142,7.6412202959207995,0.33666414787636845,7.3287932587295765,8.344024641357354,0.0059461408670105345,258039.04354606275,0.19204120437293426,0.043937943012105365
CLONE_0040,2.4542361389394904,0.17324704506536293,2.1600693471944554,2.7762806648802227,10644612.53801973,1047075.3633956702,9445567.67132964,12663210.468366327,94.69483714155166,1.0836873670257787,93.22518177859358,96.58591217911189,7.450241719930622,0.3310621876137076,6.832920983715095,7.843705003843785,-0.05391535078193842,244016.43405228885,0.18756168990693214,0.059553135268593876
CLONE_0041,0.7547283335776622,0.15264846589877945,0.5395938853612833,1.034740493067677,14250673.036244769,1012555.1313295563,12794117.95279051,15632048.464920066,95.70994375756538,1.0851578993189097,93.63416091281623,97.1259166223299,4.8680480142049305,0.32411461960038784,4.387615244029857,5.3861025742277535,0.00912344257613634,-60204.50574171687,0.19442985842546195,-0.02830273712854116
CLONE_0042,2.5426026170425686,0.26883449354130295,2.0914627189394803,2.8362107385725457,10442164.328198915,1493612.7438459103,8389883.618237916,12612399.61947874,94.85076167030765,1.7747287130917369,92.80540742863339,97.35829268127026,6.9621010454170245,0.26383477490609225,6.527604553550876,7.296779541585448,-0.09774827713291817,-43761.56133732158,0.33861350749038044,0.014273100778882468
CLONE_0043,3.3248475761432217,0.21209354772983732,3.085340413394099,3.6328973778731752,9454753.750465168,758104.5606029597,7952133.5826470135,10351706.961140415,93.67233420755187,1.2747675641326905,91.66649293603379,95.26754682536422,2.8840127337900685,0.25490180801357626,2.4767146271332936,3.2141573653565056,-0.06709602787099646,26473.35722234183,0.1558492565744225,0.050326420473848776
CLONE_0044,0.7420514469174918,0.19763983594572324,0.3213846803725892,0.9707057911393914,14479999.652581956,799914.1793374944,13290707.429339504,16022667.99054589,95.8776903291157,1.8069276210694707,93.67237407887073,98.64772680371831,0.663410338258354,0.22758507377644702,0.3634617834747173,1.105118142494873,-0.05239367826151423,180682.8651678535,0.18453427225014674,0.051710438117325355
CLONE_0045,2.8314431254650234,0.2565263584442146,2.3292780773349415,3.0917787433764015,10465102.900139108,733420.3506996412,9654371.248830535,11713734.2276542,94.96043778278926,2.047657729960957,93.14504596945932,98.40723845357698,6.8294405656515265,0.25139393436175783,6.460597397867907,7.221022693517871,-0.05813456399395122,210545.97955001512,0.7036514400506373,-0.019129127260552152
CLONE_0046,2.0155292810311045,0.15306531176505497,1.8130084291330044,2.2735786728366274,12083441.81557041,727348.8377077689,10785311.670977373,13237345.63291264,94.28736795352808,2.5369545904421984,89.89112724733984,98.43934560158185,4.167039743307386,0.21422165494826223,3.914206806860156,4.455354781759333,0.013437451983698,31370.59886643502,0.5432405128184628,0.033845354431642355
CLONE_0047,2.6972147622797884,0.21170313908651323,2.488883766571652,3.094652532479643,11211868.429748999,1139403.7555682238,9842340.447588388,12880981.46460419,94.95117521074678,2.4414949602926366,90.8994713200605,98.27117355253124,3.462612877026731,0.268018919705898,2.9968398047429234,3.782491312594075,-0.03157203270299565,113610.37171377514,0.6882415178746505,-0.05040328864818791
CLONE_0048,5.5416229900733205,0.23020103901351885,5.25190674457162,5.96879145517387,6682515.992269363,827145.4295013758,5071091.452484165,7757567.579490378,92.57951955066365,1.561316826009061,90.41804780887055,94.42163331046896,3.9698300112575433,0.2530545587094658,3.648595116962349,4.398500877051841,-0.06676185363727365,147273.7067390685,0.20487962902753373,-0.006844034375457905
CLONE_0049,1.2889406678934725,0.22451117652207858,0.8911441963932064,1.671290820950359,12889305.080312885,1200232.0667415804,10782589.858320108,14861043.78773761,95.61357262512122,1.0166200178716074,93.96346563208046,97.1385852382531,4.644212886215515,0.38478193634734137,4.118621742963624,5.236247885001323,0.023461263569972253,213861.36827636085,0.30999059138058904,0.022133692482239075
CLONE_0050,0.7823870044601897,0.1114177571300615,0.5905292340282225,0.8936971205205628,14517934.113508474,383503.5144163919,14018960.939859083,15154912.743491009,96.51497308390351,2.478782682769844,93.54764698044566,100.0,2.380499961790427,0.25129552285775647,2.0411471147994713,2.66135439466601,-0.004262290433114744,-19256.408252871122,0.2678783773653527,0.00920698676969024
