clone_id,productivity,stability,quality_potential,G_platform,platform_group,CN_true,CN_obs,k_decay_i,is_super,is_aggressive
CLONE_0001,118.00674726967394,0.6739524924549968,0.7793272392552019,0.36994582060279013,0,3,3,0.07757743364318177,0,0
CLONE_0002,36.55369673614759,0.6115045907012738,0.8543301093605021,0.6504133174768456,0,2,2,0.04330340659347041,0,0
CLONE_0003,203.02837138071163,0.6205017162500439,0.7264788657682678,0.6667635515156318,0,4,4,0.05422042844611539,0,0
CLONE_0004,24.8881738624599,0.5688417006455928,0.5947240670113699,0.2846220172748317,0,3,3,0.039581783169951604,0,0
CLONE_0005,104.14091711062606,0.39239695231487987,0.9027701820911125,0.2809846572565096,0,4,4,0.057851000157788685,0,0
CLONE_0006,300.7349891298566,0.6350111591792612,0.8270703880607709,0.4006411685070099,0,2,2,0.058736803557854,0,0
CLONE_0007,37.01331978199178,0.5760147214150516,0.795962354861832,0.4285462604008422,0,5,5,0.047164671260788577,0,0
CLONE_0008,48.015874730763514,0.571171436525546,0.576807200150249,0.4129650650891418,0,4,4,0.05996007647411126,0,0
CLONE_0009,81.66739666432136,0.791878846741709,0.544027555059472,0.5415288022442409,0,5,6,0.05005590607849623,0,0
CLONE_0010,53.38843149868089,0.6227368796280333,0.7511866934899146,0.6613128701533504,0,4,4,0.04916590080324597,0,0
CLONE_0011,22.226593748054345,0.6124746212232783,0.6634306123634416,0.4560147132548679,0,2,1,0.036741075614620165,0,0
CLONE_0012,71.34648992858685,0.6340365938007231,0.8184570150828702,0.38008432093006483,0,3,3,0.053101755790123044,0,0
CLONE_0013,32.5908606703437,0.5747072827198142,0.8758812140948766,0.6195771567219589,0,2,1,0.040843699374746516,0,0
CLONE_0014,96.59231330264087,0.7221298356554331,0.7480446032749744,0.45780591667912274,0,3,3,0.06778979198890168,0,0
CLONE_0015,35.09913691753415,0.7269953859200997,0.8826264602480052,0.5160931717154441,0,2,2,0.037222109008707656,0,0
CLONE_0016,204.805449693906,0.7609972416173543,0.7660879457496942,0.4502937365239392,0,3,3,0.0549331454543123,0,0
CLONE_0017,36.20488498536172,0.7199002545149233,0.6491435901677653,0.5508194648365629,0,1,1,0.0456409303597004,0,0
CLONE_0018,56.11286513200234,0.803237245536784,0.6837468849962827,0.3524373933386326,0,4,4,0.05488475135199305,0,0
CLONE_0019,120.78650048346952,0.8788607031521942,0.7925028233447964,0.6072490566897026,0,2,2,0.04899008073488045,0,0
CLONE_0020,28.0760276514296,0.6807825668513512,0.8946568155229624,0.4950836531560647,0,2,2,0.03755183397199268,0,0
CLONE_0021,88.35085610674288,0.7712724019749311,0.7390042852709009,0.38732043044826914,0,6,6,0.07332105762599017,0,0
CLONE_0022,178.44424840768943,0.6589655182512864,0.6706766182072015,0.5789732223342324,0,3,4,0.036653682776240155,0,0
CLONE_0023,23.01754335518898,0.47912602476144156,0.8636258512195079,0.387184478831491,0,4,5,0.06260993719437893,0,0
CLONE_0024,73.7268999925569,0.40852392873790094,0.797193172985495,0.3934952511335298,0,2,2,0.027593770881526886,0,0
CLONE_0025,86.5948837284604,0.6744719858550662,0.902413265654972,0.32722429616062815,0,5,4,0.04519110615664331,0,0
CLONE_0026,114.20113479041106,0.6542293467354513,0.7223311891753912,0.26460895518236294,0,3,3,0.08539078138384423,0,0
CLONE_0027,30.07016102459152,0.7908748786529776,0.600868437244095,0.5794634583623242,0,3,3,0.04540471900788019,0,0
CLONE_0028,32.0711289783868,0.7259798120580684,0.9239177099588134,0.6680480759250196,0,6,6,0.05171710060229049,0,0
CLONE_0029,94.28423509481695,0.4075110429972251,0.6594598276708081,0.43281875824680166,0,2,3,0.08761364718450647,0,0
CLONE_0030,90.10927648777108,0.46642614590896614,0.7550135250484797,0.38246856511658406,0,5,6,0.047562038789646134,0,0
CLONE_0031,81.70146700917593,0.6349190028720304,0.7262968698718782,0.25211255309265057,0,4,3,0.054744404423767046,0,0
CLONE_0032,83.13114599052585,0.8036784485492139,0.7084162458462843,0.21349080528600148,0,3,3,0.061784134921175286,0,0
CLONE_0033,42.45996223180137,0.8996295748956856,0.7466797085779303,0.6073146396748963,0,2,2,0.03084980960364976,0,0
CLONE_0034,77.14415850161498,0.6383243416013341,0.4568657778589714,0.23426114724726327,0,3,3,0.04218622970458772,0,0
CLONE_0035,78.38336783042597,0.5872160795256416,0.5809664096953174,0.33484326624404265,0,2,2,0.05232518160149477,0,0
CLONE_0036,46.20434517377568,0.4394506921683905,0.903011349487233,0.5424125328118913,0,5,5,0.028601887508243985,0,0
CLONE_0037,259.547142621286,0.6195799409826098,0.810886259483908,0.5134528417504309,0,3,3,0.08075780358407034,0,0
CLONE_0038,93.83812548150135,0.5589650780245822,0.9633382915691955,0.5485518874394665,0,2,2,0.06515493814510617,0,0
CLONE_0039,28.907389164320218,0.8437808668201635,0.600555472515474,0.5010379157824648,0,2,3,0.06184568008890267,0,0
CLONE_0040,103.95976015754509,0.5250868849169106,0.7434567914715525,0.4466646588076174,0,2,2,0.07936216651260791,0,0
CLONE_0041,36.56725591477363,0.5119596371906603,0.878156843594562,0.3356546301298508,0,5,5,0.06440292804243432,0,0
CLONE_0042,118.74693414476864,0.7889730472387192,0.6455761493412967,0.40600966892762663,0,3,3,0.046134514822476796,0,0
CLONE_0043,155.98154231407662,0.39419436385371415,0.6652558438044136,0.4567511657723149,0,3,3,0.02823995302321493,0,0
CLONE_0044,40.920562191008514,0.6280520242562515,0.6396704998150707,0.24338590315395867,0,6,7,0.03939342167667964,0,0
CLONE_0045,126.86975108631236,0.5615089701798082,0.6718818246602108,0.38418990304278616,0,2,2,0.03979494677800217,0,0
CLONE_0046,87.60134875855094,0.6940158778216994,0.8274848385024403,0.44439813518047494,0,2,2,0.06209086731636879,0,0
CLONE_0047,126.42717989998643,0.7606835656262132,0.4533062899604342,0.39810221286791553,0,4,4,0.05143588363973777,0,0
CLONE_0048,679.2191845835664,0.7403773740325503,0.9279420253915257,0.44879694592593133,0,4,4,0.014453841371074489,1,0
CLONE_0049,57.439068998087336,0.5669932686373984,0.6269537208298357,0.5989847423991773,0,2,2,0.06768193039893747,0,0
CLONE_0050,40.417793194261805,0.435092722706885,0.4559608852732523,0.6165408667949605,0,2,2,0.07962279349926903,0,0
CLONE_0051,87.69261954260914,0.6918045357988156,0.7524797844389802,0.7123473338251758,0,6,6,0.08799251935687058,0,1
CLONE_0052,35.64832959080557,0.4708443609679008,0.6676569303333758,0.2880771099208174,0,2,3,0.03366801634857172,0,0
CLONE_0053,62.05892488736821,0.8268285159440605,0.7199417379714239,0.43722127895360174,0,2,2,0.05595638717446719,0,0
CLONE_0054,92.98140116263397,0.6009995666447915,0.8178707828243188,0.6762404731251983,0,3,3,0.03515593364911886,0,0
CLONE_0055,83.37191965030846,0.6338622778919247,0.7963061813721835,0.2597166962427574,0,4,4,0.09856711144849725,0,0
CLONE_0056,119.8446836455624,0.34620019506595584,0.9191294308560549,0.33054136867233724,0,3,3,0.05053798072842981,0,0
CLONE_0057,71.94983571579002,0.5994064061012225,0.6184027587506977,0.40867600586930597,0,4,4,0.04392386292390035,0,0
CLONE_0058,197.06419734155844,0.7994756890837948,0.9131824578852392,0.773221938048731,0,2,2,0.04118391518468838,0,0
