clone_id,process_condition,baseline_quality_score,process_quality_score,quality_score_gain,glycan_maturity,process_glycan_maturity,galactosylation_level,process_galactosylation_level,sialylation_capacity,process_sialylation_capacity,mannose_retention_risk,process_mannose_retention_risk,aggregation_propensity,process_aggregation_propensity,product_quality_consistency,process_quality_consistency,quality_response,stress_penalty,pred_late_qp,pred_qp_drop,pred_late_agg,pred_rescue_score,pred_rescue_label,is_aggressive,is_super,quality_pass,quality_risk_flag,production_score,combined_quality_utility,combined_quality_utility_guarded,obj_productivity,obj_stability,obj_quality,obj_risk_safety,obj_rescue_value,is_pareto,weighted_multiobj_score
CLONE_1502,baseline,0.9269553181740434,0.9269553181740434,0.0,0.9607785774942948,0.9607785774942948,0.6720092012288843,0.6720092012288843,0.7778119059142365,0.7778119059142365,0.1978786753774372,0.1978786753774372,0.1377120151006046,0.1377120151006046,1.0,1.0,0.7127002566055298,0.0,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0996123378825009,-0.0996123378825009,0.0005175155395622319,0.7962145340944788,0.8390466911282486,0.8631414483946716,0.5988218948823277,False,0.5585132410102601
CLONE_1502,rich_media,0.9269553181740434,0.881628828258251,-0.0453264899157924,0.9607785774942948,0.9681121431403168,0.6720092012288843,0.7008804877527826,0.7778119059142365,0.7730184689942032,0.1978786753774372,0.2278848048135877,0.1377120151006046,0.1919721496688657,1.0,0.9719112453318628,0.7127002566055298,0.095868738400666,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.1177429338488179,-0.1177429338488179,0.0005175155395622319,0.7962145340944788,0.8250705289866241,0.7614636313677754,0.5988218948823277,False,0.5397675279208196
CLONE_1502,balanced_feed,0.9269553181740434,1.092352951173266,0.1653976329992225,0.9607785774942948,1.0,0.6720092012288843,0.7122526213811193,0.7778119059142365,0.7960159124318154,0.1978786753774372,0.162456355063278,0.1377120151006046,0.1022896947864453,1.0,1.0,0.7127002566055298,0.0159781230667776,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0334532846828119,-0.0334532846828119,0.0005175155395622319,0.7962145340944788,0.8900460987799894,0.8808140678785139,0.5988218948823277,False,0.5739139858457717
CLONE_1502,nutrient_limited,0.9269553181740434,1.038955950803239,0.1120006326291956,0.9607785774942948,0.9850325826264056,0.6720092012288843,0.6638326922139031,0.7778119059142365,0.7683104495787777,0.1978786753774372,0.149370665113216,0.1377120151006046,0.0770770022703281,1.0,1.0,0.7127002566055298,-0.0319562461335553,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0548120848308226,-0.0548120848308226,0.0005175155395622319,0.7962145340944788,0.8735814412158515,0.9076514913796608,0.5988218948823277,False,0.5738234349799092
CLONE_1502,mild_temp_shift,0.9269553181740434,1.1159081606115098,0.1889528424374663,0.9607785774942948,1.0,0.6720092012288843,0.696538728273828,0.7778119059142365,0.7968148185851542,0.1978786753774372,0.149370665113216,0.1377120151006046,0.0649499997042728,1.0,1.0,0.7127002566055298,-0.047934369200333,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0240312009075144,-0.0240312009075144,0.0005175155395622319,0.7962145340944788,0.8973092119617165,0.9125970517113263,0.5988218948823277,False,0.5804972117161253
CLONE_1502,perfusion_like,0.9269553181740434,1.1067366835919077,0.1797813654178642,0.9607785774942948,1.0,0.6720092012288843,0.6883622192588468,0.7778119059142365,0.7873133622496954,0.1978786753774372,0.1372436625471607,0.1377120151006046,0.0770770022703281,1.0,1.0,0.7127002566055298,-0.0383474953602664,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0276997917153552,-0.0276997917153552,0.0005175155395622319,0.7962145340944788,0.8944812398389629,0.9125970517113263,0.5988218948823277,False,0.5797902186854369
CLONE_1502,stress_minimized,0.9269553181740434,1.128323881351315,0.2013685631772716,0.9607785774942948,1.0,0.6720092012288843,0.6883622192588468,0.7778119059142365,0.7968148185851542,0.1978786753774372,0.1372436625471607,0.1377120151006046,0.0528229971382175,1.0,1.0,0.7127002566055298,-0.0639124922671107,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0190649126115923,-0.0190649126115923,0.0005175155395622319,0.7962145340944788,0.9011375279528074,0.9224881723746573,0.5988218948823277,True,0.5829379588133977
CLONE_1502,adaptive_perfusion,0.9269553181740434,1.0943209628521022,0.1673656446780588,0.9607785774942948,1.0,0.6720092012288843,0.696538728273828,0.7778119059142365,0.7873133622496954,0.1978786753774372,0.149370665113216,0.1377120151006046,0.0892040048363834,1.0,1.0,0.7127002566055298,-0.0319562461335553,2.711176723141549e-08,0.3813733635193206,9.583126621241991,0.5988218948822377,1,0,0,True,PASS,-0.7839907752535307,-0.0326660800112774,-0.0326660800112774,0.0005175155395622319,0.7962145340944788,0.890652923847872,0.9027059310479953,0.5988218948823277,False,0.5773494715881645
CLONE_2587,baseline,-0.2548701484316116,-0.2548701484316116,0.0,0.5593518692175666,0.5593518692175666,0.46107767407658,0.46107767407658,0.6605964281396585,0.6605964281396585,0.2944549794771866,0.2944549794771866,0.2203073768064422,0.2203073768064422,0.6195375143287459,0.6195375143287459,0.6683000800914556,0.0,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.1591545221377708,-0.0064553460899821,-0.0064553460899821,0.007290373739479502,0.6375227863886148,0.47463761433744583,0.790072750821635,0.26486919189594704,False,0.39334890479676826
CLONE_2587,rich_media,-0.2548701484316116,-0.3065634217116159,-0.0516932732800042,0.5593518692175666,0.5636870754167085,0.46107767407658,0.4926660513455604,0.6605964281396585,0.6532486335378858,0.2944549794771866,0.3266383346011429,0.2203073768064422,0.2758567335322276,0.6195375143287459,0.5902932770454986,0.6683000800914556,0.1469558920354543,6.445183888507438e-08,0.4894930185783925,3.1273997596242187,0.2648691918959072,0,0,0,True,PASS,0.1591545221377708,-0.0271326554019838,-0.0271326554019838,0.007290373739479502,0.6375227863886148,0.45869829121017847,0.6511111544670043,0.26486919189594704,False,0.3685198345617568
