clone_id,process_condition,pareto_rank,candidate_archetype,weighted_multiobj_score,obj_productivity,obj_stability,obj_quality,obj_risk_safety,obj_rescue_value,pred_late_qp_pareto,pred_qp_drop_pareto,pred_late_agg_pareto,process_quality_score_pareto,quality_pass_pareto,pred_rescue_label_pareto,pred_rescue_score_pareto,recommendation,baseline_quality_score,process_quality_score_quality,quality_score_gain,glycan_maturity,process_glycan_maturity,galactosylation_level,process_galactosylation_level,sialylation_capacity,process_sialylation_capacity,mannose_retention_risk,process_mannose_retention_risk,aggregation_propensity,process_aggregation_propensity,product_quality_consistency,process_quality_consistency,quality_response,stress_penalty,pred_late_qp_quality,pred_qp_drop_quality,pred_late_agg_quality,pred_rescue_score_quality,pred_rescue_label_quality,is_aggressive,is_super,quality_pass_quality,quality_risk_flag,production_score,combined_quality_utility,combined_quality_utility_guarded,secretion_burden_index,stress_adaptation_capacity,process_risk_sensitivity,nutrient_utilization_efficiency,temperature_shift_responsiveness,feed_responsiveness,predicted_quality_score,final_aggregation,productivity_signal,lactate_burden,ammonia_burden,oxidative_stress,er_stress_burden,nutrient_depletion_pressure,integrated_process_burden,dynamic_failure_risk,process_robustness,burden_archetype,burden_aware_rescue_score,galactosylation_index,sialylation_index,integrated_burden,stress_failure_risk,rescue_potential_score,mitochondrial_capacity,growth_rate,tx_secretion_program,tx_stress_program,tx_energy_metabolism,tx_growth_program,prot_secretory_capacity,prot_folding_capacity,prot_mito_activity,prot_proteostasis_balance,met_glycolytic_shift,met_oxidative_state,met_nutrient_pressure,met_overflow_burden,omics_latent_1,omics_latent_2,omics_latent_3,omics_latent_4,cellular_state,cellular_archetype,tsne_1,tsne_2
CLONE_4625,stress_minimized,1.0,Rescue-value,0.8325990125905969,0.9999998186168932,0.8306531282168442,0.698501736323647,0.6122867152089887,0.999999999999,5.537450196275659e-06,0.3579097053829755,8.834886556306435,0.4711499681707225,True,1,0.9999999999988496,Rescue-value Pareto candidate; consider process optimization follow-up.,0.2800458252082038,0.4711499681707225,0.1911041429625187,0.9947724715524164,1.0,0.7691997970589457,0.7691997970589457,0.6462543214536809,0.6462543214536809,0.3795424799671535,0.3795424799671535,0.6554959763486699,0.5711688013106426,0.8152641373902999,0.8875445731371804,0.7046739291146753,-0.110515151828403,5.537450196275659e-06,0.3579097053829755,8.834886556306435,0.9999999999988496,1,0,1,True,PASS,12.06360846405099,7.426625065698883,7.426625065698883,0.8039799356293416,0.7288524459430011,0.2252370400100756,0.7185732303236845,0.6389643290674761,0.4540347334453247,0.4711499681707225,8.834886556306435,5.537450196275659e-06,0.6627151886117871,0.4109658294634476,0.370666452973251,0.6680666181413322,0.6564479272803196,0.5543533378370782,0.4257533617351717,Stable,Intermediate,0.5842289461086478,0.7691997970589457,0.6462543214536809,0.5543533378370782,0.4257533617351717,0.5842289461086478,0.7058649014739558,0.5107015277714118,0.11655146289135698,0.4372293314282887,0.15528264979978149,0.01551002581243182,-0.08292434337233531,0.3448583789330001,0.27062009521124436,-0.0978699964476624,0.5675849053512021,0.3313438270057479,0.5184874273819157,0.5552655178424301,4.402636642052532,-0.9106806617641855,-0.40472073306162987,3.1865410728967487,0,Quality-Adapted,7.68549,-7.1085057
CLONE_4878,stress_minimized,2.0,Balanced,0.7309001613241167,0.7968167615767611,0.6920424037211697,0.6638130750142959,0.7319836893939222,0.7769582994419211,4.417262871405833e-06,0.4523477838376789,10.140636893686418,0.3586501816701129,True,1,0.7769582994418042,Balanced Pareto candidate; strong overall tradeoff option.,0.1834805132907097,0.3586501816701129,0.1751696683794031,1.0,1.0,0.6181287959939505,0.6181287959939505,0.4570318434238031,0.4570318434238031,0.0708289512541345,0.0708289512541345,0.6649896731322107,0.5863735229840128,0.4935669980455026,0.5609522696011008,0.6230878592599693,-0.1116016541620243,4.417262871405833e-06,0.4523477838376789,10.140636893686418,0.7769582994418042,1,0,0,True,PASS,8.46844953142908,5.224529791525493,5.224529791525493,0.6036171073535089,0.7490957714413009,0.391874078297948,0.6947530511281541,0.5924101004444728,0.5794370270186394,0.3586501816701129,10.140636893686418,4.417262871405833e-06,0.469332772210637,0.3856102976823105,0.4475863874229975,0.4957955797480662,0.5414521614030415,0.4656726106106618,0.3060539710589044,Stable,Intermediate,0.637613719578455,0.6181287959939505,0.4570318434238031,0.4656726106106618,0.3060539710589044,0.637613719578455,0.6934565235744972,0.6103911060608453,-0.014176254585427817,0.43811328810936323,0.30532227087320496,0.06334733334799339,-0.07334768435430083,0.3095162925284725,0.49487202551731757,-0.04506825681913901,0.44570324954774354,0.06437578638174812,0.39305811165470383,0.36654612601874936,2.675860506595496,-2.601020678326539,1.133786334453807,1.362527787440374,0,Quality-Adapted,5.410643,-1.0353394
CLONE_3895,mild_temp_shift,3.0,Risk-safe,0.6034424953049187,0.0118338361703495,0.8226746766370856,0.9860766154347588,1.0,0.3883825526770685,8.950082230044664e-08,0.3633455736318267,4.486685443009587,1.4037922576619382,True,0,0.3883825526770101,Low-risk Pareto candidate; useful for conservative development.,1.3300058319102357,1.4037922576619382,0.0737864257517026,1.0,1.0,0.8402103792158024,0.8402103792158024,1.0,1.0,0.0,0.0,0.0182540790245164,0.0,0.6274054738983522,0.6899833279311454,0.7515570806558634,-0.0688190936676035,8.950082230044664e-08,0.3633455736318267,4.486685443009587,0.3883825526770101,0,0,0,True,PASS,0.8223328866838843,1.0549166350751058,1.0549166350751058,0.2969046768897246,1.0,0.4150429586986047,0.7260955017209034,0.5823427788179241,0.6385715196049814,1.4037922576619382,4.486685443009587,8.950082230044664e-08,0.1870318502411342,0.1381558887326395,0.2703201935822789,0.2120501916193589,0.1520632046728401,0.1949236151169763,0.0784687463234472,Robust,Balanced-Resilient,0.7890260187649389,0.8402103792158024,1.0,0.1949236151169763,0.0784687463234472,0.7890260187649389,0.8637646117998152,0.8743889007716977,0.2633683459253833,0.09850942840135457,0.38107991329326313,0.4215063726587542,0.1058082835396364,0.18233656749387425,0.4334122696915716,0.09853727081310779,0.05647355710096616,0.4042145012019502,0.14497935772838486,0.09917584554291942,-4.8452625400071945,0.2008712698329982,0.3497921988319696,0.8388018587435634,3,Balanced-Resilient,-0.6922883,8.589075
CLONE_3895,balanced_feed,4.0,Quality-led,0.6019177483228111,0.0118338361703495,0.8226746766370856,0.9896416958189084,0.9838932194790344,0.3883825526770685,8.950082230044664e-08,0.3633455736318267,4.486685443009587,1.415354271499763,True,0,0.3883825526770101,Quality-led Pareto candidate; useful when product quality is prioritized.,1.3300058319102357,1.415354271499763,0.0853484395895274,1.0,1.0,0.8582327925747041,0.8582327925747041,1.0,1.0,0.0,0.0,0.0182540790245164,0.0,0.6274054738983522,0.6765501692090187,0.7515570806558634,0.0229396978892011,8.950082230044664e-08,0.3633455736318267,4.486685443009587,0.3883825526770101,0,0,0,True,PASS,0.8223328866838843,1.0595414406102357,1.0595414406102357,0.2969046768897246,1.0,0.4150429586986047,0.7260955017209034,0.5823427788179241,0.6385715196049814,1.415354271499763,4.486685443009587,8.950082230044664e-08,0.1965375262703721,0.1501669868093866,0.2047136587578174,0.1656305052222726,0.2198410666225042,0.184667420666459,0.0362058028511803,Robust,Balanced-Resilient,0.7947907422797432,0.8582327925747041,1.0,0.184667420666459,0.0362058028511803,0.7947907422797432,0.8768859187647076,0.8665080171355166,0.28654820019246363,0.06307571661186166,0.2716973026500835,0.3567614040106237,0.22354853514049927,0.13976120180110962,0.34406947032457963,-0.02970163584251298,0.028136498484587907,0.5043237668635675,0.1455432242861153,0.12835471689701675,-4.768517185697475,0.7900395943580932,-1.619075069337048,1.6812153952868039,3,Balanced-Resilient,-0.5093524,9.235153
CLONE_3007,stress_minimized,5.0,Stability-led,0.6018469994802061,0.0005397772768608,0.9922494867529066,0.9265342154035692,0.9673984589682229,0.264918462504409,2.7234500476572538e-08,0.2478110846525194,6.409448945579114,1.2106886025077117,True,0,0.2649184625043692,Stability-led Pareto candidate; useful for long-term expression robustness.,0.9888907056975008,1.2106886025077117,0.2217978968102107,0.8906837643799657,0.9442380021915516,0.7200595505976033,0.7200595505976033,0.8985461087132388,0.8985461087132388,0.0799421997176563,0.0799421997176563,0.0518119820878752,0.0,0.8985081983848959,0.962773283758799,0.5710847562317187,-0.0722005471040312,2.7234500476572538e-08,0.2478110846525194,6.409448945579114,0.2649184625043692,0,0,0,True,PASS,1.0602274548935762,1.1204119139392303,1.1204119139392303,0.0,0.4452930561916138,0.4440109420806251,0.6814304792384869,0.3668131871665819,0.3970366269227746,1.2106886025077117,6.409448945579114,2.7234500476572538e-08,0.0,0.1558091436641134,0.1625587927068207,0.1361781185440417,0.2254500945093915,0.131535631086606,0.1831823687916302,Robust,Intermediate,0.5181611294793402,0.7200595505976033,0.8985461087132388,0.131535631086606,0.1831823687916302,0.5181611294793402,0.5945639133259888,0.8145805209486695,0.02705115457084778,0.03806261441801587,0.18782922072334118,0.3092889700133076,0.042161741886155124,0.10174409683589819,0.19764630654652016,0.031195366881507133,0.10684746695832445,0.20244772898840377,0.16288021713144174,0.11750817057150346,-2.3888113224118377,-0.8137472133619414,-2.461279586398713,-1.0254759258331583,3,Balanced-Resilient,2.1355553,4.6278963
CLONE_3527,stress_minimized,6.0,Risk-safe,0.6000090948783159,0.0272910953897831,0.8604884876251411,0.8578047881399388,0.9301168538060786,0.6575534363045626,1.7471966931984502e-07,0.3375823171323432,8.556851263463722,0.987790237404668,True,1,0.6575534363044637,Low-risk Pareto candidate; useful for conservative development.,0.7285199342843935,0.987790237404668,0.2592703031202744,0.9230036864124728,0.9811921738655266,0.6373812438841584,0.6373812438841584,0.7640309346178751,0.7640309346178751,0.037600909753419,0.037600909753419,0.215223351765001,0.1337594693307255,0.7517071401052134,0.8215333250488781,0.6637697490610772,-0.1285382332927206,1.7471966931984502e-07,0.3375823171323432,8.556851263463722,0.6575534363044637,1,0,0,True,PASS,0.1510078501787086,0.4857208050690924,0.4857208050690924,0.7302591157020798,0.8304729105279085,0.4857686010868295,0.6927813761264796,0.4480539028260406,0.4116558278368585,0.987790237404668,8.556851263463722,1.7471966931984502e-07,0.2264558131283716,0.3975888730668835,0.4372739949961054,0.3196937685297196,0.2749287466052794,0.3334264903614939,0.2882166289892835,Stable,Balanced-Resilient,0.6128309742296428,0.6373812438841584,0.7640309346178751,0.3334264903614939,0.2882166289892835,0.6128309742296428,0.7356160691026771,0.7364364498041448,0.003683468649739785,0.28859845845162724,0.4206227345349084,0.06854271226693748,-0.0187859562602817,0.27872873498097733,0.3693007410545227,-0.004387760970971388,0.3264136553928042,0.2287545490504419,0.35831947617797333,0.2759065808202233,0.6447022346144895,-2.1075596387686906,0.7070611826106483,1.1342364607358635,1,Quality-Adapted,4.4145665,-1.1202629
CLONE_1591,stress_minimized,7.0,Quality-led,0.5981664884699789,0.0449017683791324,0.8317502572557218,0.977253650728653,0.8893943584063451,0.4062334006197971,2.718107011828022e-07,0.3571622108537792,4.642762837058293,1.3751782492720632,True,0,0.406233400619736,Quality-led Pareto candidate; useful when product quality is prioritized.,1.202800124456237,1.3751782492720632,0.1723781248158262,1.0,1.0,0.9216006204039692,0.9216006204039692,1.0,1.0,0.1794119606921272,0.1794119606921272,0.1750638329479205,0.0918040005889969,0.8818398426910167,0.9532054132843796,0.689426176556051,-0.1100868109687013,2.718107011828022e-07,0.3571622108537792,4.642762837058293,0.406233400619736,0,0,0,True,PASS,1.241457910692822,1.2949460461245184,1.2949460461245184,0.5882406086471133,0.7031990966919799,0.3862737216179717,0.5293569957446695,0.5108518868185005,0.5005063818234909,1.3751782492720632,4.642762837058293,2.718107011828022e-07,0.2941728669977173,0.4112135658611141,0.4157923906889043,0.4121238829160361,0.2535685473128538,0.3653020175354842,0.2923814153225697,Stable,Balanced-Resilient,0.6042232576645873,0.9216006204039692,1.0,0.3653020175354842,0.2923814153225697,0.6042232576645873,0.62724816893161,0.670057914265688,0.19538203630551806,0.4255173061831867,0.3485568386792677,0.25450381963415875,0.052986406146988345,0.3418947997713802,0.28232639572973406,0.17810848808067942,0.23863040878616437,0.15428564113755175,0.2276967714752291,0.29689386269284174,-0.2395444126460682,1.107201391015747,1.5980065734626132,-0.0045985104034876965,2,Quality-Adapted,-1.7689192,2.5507462
CLONE_2827,stress_minimized,8.0,Risk-safe,0.5957966999662001,0.0132666942802307,0.8985101877814715,0.8572325452205435,0.9567316357305662,0.5429677246111574,9.740044501706297e-08,0.3116774218552336,9.482412713404234,0.9859343800775624,True,0,0.5429677246110757,Low-risk Pareto candidate; useful for conservative development.,0.7445486723241677,0.9859343800775624,0.2413857077533947,0.7875846359195237,0.8409803120067346,0.84105558651878,0.84105558651878,0.7450630611199084,0.7450630611199084,0.0327446669955047,0.0327446669955047,0.1481075837298145,0.0733536372077191,0.6534481772191314,0.7175229885237846,0.5679135217442197,-0.1084316972891845,9.740044501706297e-08,0.3116774218552336,9.482412713404234,0.5429677246110757,0,0,0,True,PASS,-0.067898614926283,0.3536345830752552,0.3536345830752552,0.3646992535879855,0.5602423557008634,0.5890929375699795,0.648862954411189,0.3266734654617923,0.6314262022906526,0.9859343800775624,9.482412713404234,9.740044501706297e-08,0.1699813467484821,0.3358305119195133,0.3657773003133839,0.2974195234013264,0.2671073548513084,0.2887388158743038,0.5233158727726337,Sensitive,Intermediate,0.5456215407168717,0.84105558651878,0.7450630611199084,0.2887388158743038,0.5233158727726337,0.5456215407168717,0.6016246041111116,0.712819829312545,0.15483260842977173,0.2477070001040868,0.22695729363097905,0.16448679695037693,0.1814804012317574,0.4058142921628157,0.21697921443774335,0.14471662351763723,0.09114783723220551,0.1492107143867753,0.25619508285962406,0.2860560166595881,-0.4668871515439998,1.9993621053231527,0.20756176812013005,-0.0848544514351955,2,Quality-Adapted,-5.0653796,1.9548938
CLONE_3249,mild_temp_shift,9.0,Risk-safe,0.5926506383628287,0.0302776192149109,0.8818081788881471,0.8933157248727417,1.0,0.3387678560254064,1.911849503480225e-07,0.3230568128219704,3.1033733132847527,1.1029567687749644,True,0,0.3387678560253555,Low-risk Pareto candidate; useful for conservative development.,0.9461069126745284,1.1029567687749644,0.1568498561004361,0.8791550213742594,0.9422433749483315,0.659170565358266,0.659170565358266,0.7433981211869914,0.7433981211869914,0.0,0.0,0.0,0.0,0.8094540311538536,0.8725423847279258,0.7617670714814435,-0.0646121511390665,1.911849503480225e-07,0.3230568128219704,3.1033733132847527,0.3387678560253555,0,0,0,True,PASS,1.7197230454447785,1.473016534776853,1.473016534776853,0.4408953800376206,0.8538795159101703,0.1957777926922001,0.6669525281488073,0.5080961617079659,0.4985064583143024,1.1029567687749644,3.1033733132847527,1.911849503480225e-07,0.2101220838158672,0.2356185693040947,0.1685948754694764,0.2027817049800216,0.1942984281351375,0.2027072961831637,0.2462588196883597,Robust,Balanced-Resilient,0.6773777252969093,0.659170565358266,0.7433981211869914,0.2027072961831637,0.2462588196883597,0.6773777252969093,0.7933065413058321,0.798229370469174,0.1457303389945734,0.1435868591770695,0.2924555556264835,0.15657964752800343,0.022381458931115553,0.35587791358896065,0.3584325704840599,0.22389619302528263,0.20270091034118076,0.35773467100250855,0.152899277729018,0.23341645442967876,-1.6923995284096995,0.8571977107580749,1.1806316349332187,-0.3934031639967992,2,Quality-Adapted,-4.3143144,4.2947063
CLONE_1045,stress_minimized,10.0,Risk-safe,0.5896547606517326,0.0432142189317056,0.8597182991114531,0.8560261158814707,0.9187834080068674,0.5292279497853244,2.625069160708122e-07,0.3381070609683286,6.778769718409024,0.9820217746915142,True,0,0.5292279497852448,Low-risk Pareto candidate; useful for conservative development.,0.7581708870080933,0.9820217746915142,0.2238508876834208,0.7831874410236298,0.8439938085740248,0.7840302766478702,0.7840302766478702,0.6641445536149202,0.6641445536149202,0.0,0.0,0.2842800225250496,0.1991511079544964,0.9883663063210436,1.0,0.7161273510079011,-0.121783910588782,2.625069160708122e-07,0.3381070609683286,6.778769718409024,0.5292279497852448,0,0,0,True,PASS,0.8089945561118006,0.8782054435436861,0.8782054435436861,0.6754654416104668,0.8016055852443927,0.4537322891210777,0.2560671003101551,0.6625263131692498,0.3961013870815922,0.9820217746915142,6.778769718409024,2.625069160708122e-07,0.3253660245243444,0.4882595467648809,0.4562451602006573,0.3656867980137963,0.1626586826589799,0.3697946482002726,0.236574124206663,Robust,Balanced-Resilient,0.6428856753268586,0.7840302766478702,0.6641445536149202,0.3697946482002726,0.236574124206663,0.6428856753268586,0.5863738906751115,0.6575088212456789,0.07451702486651875,0.5011478211387652,0.29622438013341135,0.15430930664027676,-0.18695804502819383,0.35338449908779973,0.34803250322325024,-0.09338017941923735,0.39754777232510263,0.24846895082215154,0.18422987064580149,0.3443847508755532,1.7877714574626664,-2.0187856326255806,0.8131000739030317,-0.29176436414000345,0,Quality-Adapted,5.5469246,-2.6817946
