clone_process_id,pseudo_time,controller,action,productivity_state,integrated_burden,stress_failure_risk,galactosylation,sialylation,reward
0,0,RL,perfusion_rescue,0.9732738895085112,0.5430346604416629,0.4247247827938864,0.7574727653955674,0.6345272897903026,0.3596617338496924
0,1,RL,perfusion_rescue,0.9732738895085112,0.49303466044166294,0.38472478279388644,0.7574727653955674,0.6345272897903026,0.44966173384969244
0,2,RL,perfusion_rescue,0.9732738895085112,0.44303466044166295,0.34472478279388646,0.7574727653955674,0.6345272897903026,0.5396617338496923
0,3,RL,perfusion_rescue,0.9732738895085112,0.39303466044166296,0.3047247827938865,0.7574727653955674,0.6345272897903026,0.6296617338496923
0,4,RL,perfusion_rescue,0.9732738895085112,0.343034660441663,0.2647247827938865,0.7574727653955674,0.6345272897903026,0.7196617338496922
0,5,RL,perfusion_rescue,0.9732738895085112,0.293034660441663,0.2247247827938865,0.7574727653955674,0.6345272897903026,0.8096617338496923
0,6,RL,perfusion_rescue,0.9732738895085112,0.243034660441663,0.1847247827938865,0.7574727653955674,0.6345272897903026,0.8996617338496924
0,7,RL,perfusion_rescue,0.9732738895085112,0.193034660441663,0.14472478279388648,0.7574727653955674,0.6345272897903026,0.9896617338496922
0,8,RL,perfusion_rescue,0.9732738895085112,0.14303466044166302,0.10472478279388647,0.7574727653955674,0.6345272897903026,1.0796617338496923
0,9,RL,perfusion_rescue,0.9732738895085112,0.09303466044166302,0.06472478279388647,0.7574727653955674,0.6345272897903026,1.1696617338496924
0,10,RL,perfusion_rescue,0.9732738895085112,0.043034660441663014,0.024724782793886464,0.7574727653955674,0.6345272897903026,1.2596617338496923
0,11,RL,perfusion_rescue,0.9732738895085112,0.0,0.0,0.7574727653955674,0.6345272897903026,1.3274211770852418
0,12,RL,perfusion_rescue,0.9732738895085112,0.0,0.0,0.7574727653955674,0.6345272897903026,1.3274211770852418
0,13,RL,perfusion_rescue,0.9732738895085112,0.0,0.0,0.7574727653955674,0.6345272897903026,1.3274211770852418
0,14,RL,perfusion_rescue,0.9732738895085112,0.0,0.0,0.7574727653955674,0.6345272897903026,1.3274211770852418
1,0,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.3026926937332945,0.6402142325742808,0.46911728000413333,0.305597325282792
1,1,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.2826926937332945,0.6702142325742808,0.48911728000413335,0.3385973252827921
1,2,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.26269269373329446,0.7002142325742808,0.5091172800041334,0.37159732528279205
1,3,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.24269269373329447,0.7302142325742809,0.5291172800041334,0.40459732528279213
1,4,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.22269269373329448,0.7602142325742809,0.5491172800041334,0.43759732528279205
1,5,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.2026926937332945,0.7902142325742809,0.5691172800041334,0.4705973252827922
1,6,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.1826926937332945,0.8202142325742809,0.5891172800041334,0.5035973252827921
1,7,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.1626926937332945,0.850214232574281,0.6091172800041335,0.5365973252827921
1,8,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.14269269373329452,0.880214232574281,0.6291172800041335,0.569597325282792
1,9,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.12269269373329451,0.910214232574281,0.6491172800041335,0.6025973252827922
1,10,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.10269269373329451,0.940214232574281,0.6691172800041335,0.6355973252827921
1,11,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.0826926937332945,0.9702142325742811,0.6891172800041335,0.6685973252827923
1,12,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.0626926937332945,1.0,0.7091172800041335,0.7015330555105077
1,13,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.0426926937332945,1.0,0.7291172800041336,0.7255330555105077
1,14,RL,mild_temp_shift,0.7932792510027694,0.4708769577597938,0.022692693733294498,1.0,0.7491172800041336,0.7495330555105078
2,0,RL,no_action,0.0600965255465397,0.1847311448537932,0.094263908908889,0.8517045687655466,1.0,0.23661284241352146
2,1,RL,no_action,0.0600965255465397,0.1847311448537932,0.094263908908889,0.8517045687655466,1.0,0.23661284241352146
2,2,RL,no_action,0.0600965255465397,0.1847311448537932,0.094263908908889,0.8517045687655466,1.0,0.23661284241352146
