clone_process_id,policy,pseudo_time,action,cellular_archetype,rescue_potential,productivity_state,integrated_burden,oxidative_stress,er_stress_burden,stress_failure_risk,galactosylation,sialylation,overflow_burden,reward,dynamic_latent_1,dynamic_latent_2,dynamic_regime,regime_name,prod_bin,burden_bin,risk_bin,gal_bin,overflow_bin,rl_state,best_action,state_value,rl_matches_logged_action
0,adaptive_feed,0,no_action,Quality-Adapted,0.5842289461086478,0.9732738895085112,0.593034660441663,0.388457761754075,0.6858579269221562,0.4647247827938864,0.7574727653955674,0.6345272897903026,0.5908347171502761,0.3466668630266742,2.27040464737987,5.729803295262893,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,1,no_action,Quality-Adapted,0.5842289461086478,0.9377115223178634,0.612209453488883,0.4239005168377922,0.7213006820058735,0.5152205688746945,0.7513439572544912,0.6283984816492264,0.6160923202106379,0.3228967484884943,2.720679060813282,5.596505595549258,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,2,no_action,Quality-Adapted,0.5842289461086478,0.9245693507283392,0.6409695433715983,0.4523037788876313,0.7497039440557126,0.5464587511557039,0.7300142063395898,0.607068730734325,0.6425612860923126,0.3013085715647592,3.144057061423759,5.555082318342872,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,3,no_action,Quality-Adapted,0.5842289461086478,0.9190042670763916,0.6697746562990297,0.4736640917723861,0.7710642569404674,0.5875292596731924,0.7100183734758219,0.587072897870557,0.6773794800873268,0.2806058214860416,3.564857947772209,5.5656464164317425,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,4,adaptive_feed,Quality-Adapted,0.5842289461086478,0.8950509038220704,0.6975777558109421,0.5118925927220082,0.8092927578900895,0.6274333064959938,0.7012209505970711,0.5782754749918063,0.7251835316338731,0.2575574398329359,4.070118086205419,5.547356985520493,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,5,adaptive_feed,Quality-Adapted,0.5842289461086478,0.915120016507922,0.7290805117499642,0.5469935634712978,0.8443937286393791,0.6759939785856045,0.6761615301089615,0.5532160545036967,0.7721621522658203,0.2404963927756906,4.577098726850744,5.7169370010003915,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,6,adaptive_feed,Quality-Adapted,0.5842289461086478,0.9536834867899288,0.7910089915108859,0.5467306063062971,0.8441307714743784,0.7207068993668767,0.6627022501990969,0.5397567745938321,0.8363941261559432,0.2275613055227393,4.990448948094131,6.059726449810181,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,7,adaptive_feed,Quality-Adapted,0.5842289461086478,0.935973693016272,0.823486071580523,0.5981245527409274,0.8955247179090087,0.7730820541872857,0.6494099002538325,0.5264644246485677,0.8927690468021603,0.2019294706692077,5.6166572465757865,6.089413213668579,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,8,adaptive_feed,Quality-Adapted,0.5842289461086478,0.9023430945958836,0.8751461901404325,0.6556786040198563,0.9530787691879375,0.8463866828091097,0.650564230298395,0.5276187546931302,0.97931891686947,0.168774743834698,6.417609339874428,6.150584995553783,1,Stress_HighRisk,3,3,3,1,3,P3_B3_R3_G1_O3,perfusion_rescue,6.690796369991263,False
0,adaptive_feed,9,adaptive_feed,Quality-Adapted,0.5842289461086478,0.9106623431498332,0.9618431717561852,0.7041780978151115,1.0,0.9235980418656456,0.625423398542858,0.5024779229375932,1.0,0.1385468303068551,7.155908108404832,6.2599445882699385,1,Stress_HighRisk,3,3,3,0,3,P3_B3_R3_G0_O3,mild_temp_shift,6.557296232586732,False
0,adaptive_feed,10,adaptive_feed,Quality-Adapted,0.5842289461086478,0.8641097257944491,1.0,0.7584310119437434,1.0,1.0,0.5930046982040255,0.4700592225987606,1.0,0.0983427407689539,7.736837523161207,5.933615179892982,1,Stress_HighRisk,3,3,3,0,3,P3_B3_R3_G0_O3,mild_temp_shift,6.557296232586732,False
0,adaptive_feed,11,adaptive_feed,Quality-Adapted,0.5842289461086478,0.8206050166832013,1.0,0.8193643171515976,1.0,1.0,0.5510959118984152,0.4281504362931504,1.0,0.0706232528286159,8.074321992538477,5.58850591974478,1,Stress_HighRisk,3,3,3,0,3,P3_B3_R3_G0_O3,mild_temp_shift,6.557296232586732,False
0,adaptive_feed,12,adaptive_feed,Quality-Adapted,0.5842289461086478,0.7788278816180708,1.0,0.8569810802763211,1.0,1.0,0.4983590718537338,0.375413596248469,1.0,0.0396322182934383,8.396333330752062,5.216285378732682,1,Stress_HighRisk,3,3,3,0,3,P3_B3_R3_G0_O3,mild_temp_shift,6.557296232586732,False
